"gene","SRR26204549","SRR26204550","SRR26204553","SRR26204554","SRR26204557","SRR26204558"
"ENSG00000267089",0,1,0,0,0,0
"ENSG00000267090",0,0,0,0,0,2
"ENSG00000267092",0,0,0,0,0,0
"ENSG00000267095",0,0,0,0,0,0
"ENSG00000267096",0,26.139,5.89,15.296,0,6.776
"ENSG00000267098",5.795,3.582,4.379,4.663,13.972,7.586
"ENSG00000267101",0,1,0,0,0,0
"ENSG00000267102",6,14,39,15,19.999,9.003
"ENSG00000267105",0,1,0,1,0,0
"ENSG00000267108",0,0,0,0,0,0
"ENSG00000267109",0,0,0,2,4,0
"ENSG00000267110",0,0,0,0,0,0
"ENSG00000267112",0,0,0,0,0,0
"ENSG00000267113",0,0,0,0,0,0
"ENSG00000267114",0,0,2,0,1,0
"ENSG00000267115",0,0,0,0,0,0
"ENSG00000267117",1.195,0,0,0,0,0.947
"ENSG00000267120",32.205,51.111,158.137,124.389,133.147,54.481
"ENSG00000267122",0,5.514,1.114,5.976,5.921,2.71
"ENSG00000267124",0,0,0,0,1,0
"ENSG00000267125",0,0,0,0,0,0
"ENSG00000267127",1.561,1,0,5.024,0,1
"ENSG00000267130",7,0,5,0,4,0
"ENSG00000267131",0,0,0,0,0,0
"ENSG00000267133",0,0,0,0,0,0
"ENSG00000267135",17.678,8.575,11.747,6.318,9.385,1.776
"ENSG00000267136",0,1.966,2.047,7.783,0,0
"ENSG00000267137",0,0,0,0,0,0
"ENSG00000267138",0,1.994,0,2.522,0,1.754
"ENSG00000267139",1,0,0,1,0,2
"ENSG00000267140",7.157,2.084,0,5.191,3.09,0
"ENSG00000267141",0,0,0,0,0,0
"ENSG00000267142",0,1.093,0,0,0,0
"ENSG00000267143",5.081,0,0,0,0,0
"ENSG00000267145",0,0,0,0,0,0
"ENSG00000267146",0,0,0,0,0,0
"ENSG00000267148",0,0,0,0,0,0
"ENSG00000267149",0,0,0,0,0,0
"ENSG00000267150",0,0,0,0,0,0
"ENSG00000267152",0,6.047,6.016,3.113,5.003,1
"ENSG00000267157",0,0,1,0,0,0
"ENSG00000267159",0,0,0,0,0,0
"ENSG00000267160",1,1,3,0,0,0
"ENSG00000267166",0,0,0,0,0,0
"ENSG00000267168",0,0,5.03,0,0,0
"ENSG00000267172",0,0,0,0,0,0
"ENSG00000267173",0,0,0,0,0,0
"ENSG00000267174",0,21,38,11,16,1
"ENSG00000267175",0,0,0.998,2,0,0
"ENSG00000267177",0,4.227,1.001,0,0,1
"ENSG00000267179",0,0,2.948,2.412,10.987,2.782
"ENSG00000267180",0,0,0,0,0,0
"ENSG00000267184",0,0,0,4.117,0,0
"ENSG00000267187",0,0,0,0,0,0
"ENSG00000267188",0,0,0,0,0,0
"ENSG00000267192",0,0,0,0,0,2
"ENSG00000267193",0,0,0,0,3,0
"ENSG00000267196",0,0,0,0,0,0
"ENSG00000267197",0,0,0,0,1,1
"ENSG00000267198",0,0,0,0,0,0
"ENSG00000267199",4.953,14.873,8.261,6.731,3.994,7.298
"ENSG00000267202",0,0,0,0,0,0
"ENSG00000267205",0,7.672,4.436,6.704,6.12,0
"ENSG00000267211",0,0,0,0,0,0
"ENSG00000267212",0,7,7,4,5,0
"ENSG00000267214",0,0,0,0,1,0
"ENSG00000267215",0,0,0,0,0,0
"ENSG00000267218",1,0,0,0,0,0
"ENSG00000267219",3,0,1.171,0,0,2
"ENSG00000267220",0,0,0,0,0,0
"ENSG00000267222",1,4.239,2.894,5.034,1,0
"ENSG00000267223",0,0,0,0,0,0
"ENSG00000267224",0,0,0,0,0,0
"ENSG00000267227",0,0,0,0,0,0
"ENSG00000267228",142.305,11.33,58.94,15.023,71.106,31.776
"ENSG00000267231",0,7.937,0,8.113,2.361,0
"ENSG00000267232",0,0,0,0,1,0
"ENSG00000267234",0,4.016,1,3.002,0,0.999
"ENSG00000267238",0,0,0,0,0,0
"ENSG00000267239",0,6.211,1.42,6.737,2.548,2.62
"ENSG00000267240",0,0,0,0,0,0
"ENSG00000267243",0,0,0,0,0,0
"ENSG00000267244",0,1,0,0,0,0
"ENSG00000267245",0,0,0,0,0,0
"ENSG00000267246",4.684,0,0,4.71,0,0
"ENSG00000267247",0,0,0,0,0,0
"ENSG00000267248",0,6.128,1.01,1.059,3,6.004
"ENSG00000267249",1,6.665,11.991,6.001,8.837,2.423
"ENSG00000267250",0,2,1.934,5,4.62,0
"ENSG00000267251",1,0,0,0,0,0
"ENSG00000267255",0,0,0,0,0,0
"ENSG00000267257",0,1,0,3,5,4
"ENSG00000267260",8,0,5.148,4,6,5
"ENSG00000267261",0,30.289,0,0,0,0
"ENSG00000267262",0,1,9,1,0,0
"ENSG00000267263",0,3,2,7,3,3
"ENSG00000267264",0,2,3,3,1,0
"ENSG00000267269",0,1,0,0,0,0
"ENSG00000267271",0,0,1,0,0,0
"ENSG00000267273",0,0,0,0,0,0
"ENSG00000267274",0,1,3,0,0,0
"ENSG00000267277",1,3.039,0,3.012,0,4.036
"ENSG00000267279",6,0,2,0,25,0
"ENSG00000267282",0,0,1,0,0,0
"ENSG00000267283",0,20,20,37,13,7
"ENSG00000267284",0,4.638,1,1.009,10.973,0
"ENSG00000267285",0,1,0,0,2,0
"ENSG00000267286",0,0,0,0,0,0
"ENSG00000267287",3.306,10.259,3.24,4.621,3.573,4.466
"ENSG00000267288",16,11,16,3,24,2
"ENSG00000267292",0,0,0,0,0,0
"ENSG00000267293",0,2.029,1.012,3.047,4.711,0
"ENSG00000267295",0,0,0,0,0,0
"ENSG00000267298",0,0,0,0,0,0
"ENSG00000267299",0,1,0,0,0,0
"ENSG00000267303",40.392,108.69,148.87,0,94.372,0
"ENSG00000267304",27,1,5,0,6,3
"ENSG00000267305",0,0,0,0,0,0
"ENSG00000267311",0,0,0,0,0,0
"ENSG00000267312",15.135,1.1,8.168,4.609,4.562,2.218
"ENSG00000267314",70.664,22.214,91.223,9.825,67.104,6.122
"ENSG00000267316",0,0,0,0,0,0
"ENSG00000267317",27,9,25,19,38,13
"ENSG00000267318",4,0,2.544,0,5,0
"ENSG00000267320",0,1,0,0,0,0
"ENSG00000267324",0,0,0,0,0,0
"ENSG00000267327",26.015,7.956,28.256,0,15.541,0
"ENSG00000267328",0,0,0,0,0,1
"ENSG00000267335",0,0,3.318,1.439,5.164,0
"ENSG00000267338",0,1.142,0,6.086,0,0
"ENSG00000267340",2,4,4,6,4,4
"ENSG00000267341",0,0,0,0,0,0
"ENSG00000267342",0,0,1,0,1,0
"ENSG00000267344",0,0,0,0,0,0
"ENSG00000267345",0,0,1,0,0,0
"ENSG00000267349",0,0,0,0,0,0
"ENSG00000267353",0,11.934,1.872,6.579,3.516,0
"ENSG00000267354",0,0,0,0,0,0
"ENSG00000267356",0,0,0,0,0,0
"ENSG00000267359",0,2,0,1,0,0
"ENSG00000267360",63.4,25.769,49.617,21.193,44.254,14.428
"ENSG00000267363",0,0,0,0,0,0
"ENSG00000267364",6,11.001,19.999,5,13.019,11
"ENSG00000267366",0,0,0,0,0,0
"ENSG00000267370",0,0,0,0,0,0
"ENSG00000267371",0,0,0,0,0,0
"ENSG00000267372",0,0,0,0,0,0
"ENSG00000267373",0,0,0,1,0,0
"ENSG00000267375",0,0,0,0,0,0
"ENSG00000267378",0,0,0,0,0,0
"ENSG00000267379",0,2,2,0,2,0
"ENSG00000267383",40.873,44.885,45.777,61.825,31.563,47.511
"ENSG00000267385",0,31.734,30.237,16.634,12.02,10.585
"ENSG00000267387",0,2,0,0,1,0
"ENSG00000267388",0,0,0,0,0,0
"ENSG00000267389",0,0,0,0,0,0
"ENSG00000267393",0,0,0,0,0,0
"ENSG00000267396",0,0,0,0,0,0
"ENSG00000267397",1,3,0,1,4,0
"ENSG00000267398",0,0,0,0,0,0
"ENSG00000267399",0,0,0,0,0,0
"ENSG00000267400",0,0,1,0,0,0
"ENSG00000267401",0,4.209,2.002,0,6.083,3.006
"ENSG00000267404",0,0,1,0,2,0
"ENSG00000267405",0,0,0,0,0,0
"ENSG00000267406",0,0,0,0,0,0
"ENSG00000267408",0,0,0,0,0,0
"ENSG00000267409",0,0,0,0,0,0
"ENSG00000267412",4.368,19.678,14.364,17.964,5.319,2.356
"ENSG00000267415",0,0,0,0,0,0
"ENSG00000267417",0,0,0,0,0,0
"ENSG00000267420",0,0,0,0,0,0
"ENSG00000267422",4.269,2.033,0,1.217,2.017,0
"ENSG00000267423",3.035,48.319,51.573,91.347,27.252,32.731
"ENSG00000267424",0,0,0,0,0,0
"ENSG00000267426",0,15.447,0,6.453,13.921,0
"ENSG00000267429",0,0,0,0,1.01,0
"ENSG00000267430",0,10,1,2,3,3
"ENSG00000267433",0,0,0,0,0,0
"ENSG00000267436",5,3,5,7,11,1
"ENSG00000267437",0,0,0,0,0,0
"ENSG00000267439",3,0,0,0,0,0.995
"ENSG00000267441",0,0,0,0,0,0
"ENSG00000267443",0,0,0,0,0,0
"ENSG00000267446",0,0,0,0,0,0
"ENSG00000267448",0,0,0,0,0,0
"ENSG00000267449",0,0,1.067,0,0,0
"ENSG00000267455",0,1,0,0,0,0
"ENSG00000267456",0,0,0,0,0,0
"ENSG00000267457",0,2,1,4,0,0
"ENSG00000267458",3,1,1,0,2,0
"ENSG00000267461",0,0,0,0,0,0
"ENSG00000267462",0,24.312,2.725,4.69,7.366,0
"ENSG00000267466",0,0,0,0,0,0
"ENSG00000267469",59.004,4,21.018,4,19,4
"ENSG00000267471",0,0,0,0,0,0
"ENSG00000267474",0,18.084,13.781,7.748,1.756,11.203
"ENSG00000267476",0,0,0,0,0,0
"ENSG00000267477",0,2.522,0,0,0,0
"ENSG00000267478",0,1.104,0,0,0,0
"ENSG00000267481",14,12.907,24,10,17,12
"ENSG00000267482",0,0,0,0,0,0
"ENSG00000267484",2.217,5.64,3.33,10.722,0,3.952
"ENSG00000267487",0,0,0,0,0,0
"ENSG00000267490",0,0,0,0,0,0
"ENSG00000267491",1.043,0,3.54,0,0,0
"ENSG00000267492",0,0,0,0,0,0
"ENSG00000267501",0,0,0,0,0,0
"ENSG00000267503",0,0,0,0,0,0
"ENSG00000267504",0,11.687,3.076,6.22,1.001,0
"ENSG00000267505",0,0,0,0,0,0
"ENSG00000267506",0,0,0,2,0,2
"ENSG00000267507",0,0,1.207,0,1.293,0
"ENSG00000267509",0,0,0,0,0,0
"ENSG00000267510",1.916,0,0,1.041,1.009,5.431
"ENSG00000267512",1,0,0,0,0,0
"ENSG00000267515",0,0,0,0,3.553,0
"ENSG00000267518",0,0,0,0,1,0
"ENSG00000267520",97.994,4578.438,667.285,4062.946,558.341,1399.568
"ENSG00000267521",0,3,0,4,2,0
"ENSG00000267523",0,0,0,0,0,0
"ENSG00000267526",0,0,0,1,0,0
"ENSG00000267529",0,0,0,0,0,0
"ENSG00000267533",14.819,5.761,8.433,11.023,19.51,4.498
"ENSG00000267537",0,0,0,0,0,0
"ENSG00000267543",0,2.318,4.771,1.001,1.021,0
"ENSG00000267546",1,2,0,1,2.104,0
"ENSG00000267547",0,8.443,14.126,3,7.007,7
"ENSG00000267552",0,2.44,0,0,0,0
"ENSG00000267554",0,10.021,0,0,0,0
"ENSG00000267555",0,0,0,0,0,0
"ENSG00000267557",0,0,0,0,0,0
"ENSG00000267558",0,0,0,0,0,0
"ENSG00000267559",35,75.013,55.001,63.583,70.003,46
"ENSG00000267560",0,0,0,0,0,0
"ENSG00000267561",0,1.315,0,8.994,34.064,6.726
"ENSG00000267563",0,0,0,0,0,0
"ENSG00000267564",0,0,0,0,0,0
"ENSG00000267565",0,0,2.002,0,0,0
"ENSG00000267567",0,0,0,0,0,0
"ENSG00000267568",0,3.33,1,4,0,0
"ENSG00000267571",4.608,10.666,6.018,8.404,8.83,4.091
"ENSG00000267574",0,0,0,0,0,0
"ENSG00000267576",0,0,2.001,0,1,0
"ENSG00000267579",0,0,0,0,0,0
"ENSG00000267580",4.005,1,1,0,0,0
"ENSG00000267581",3.1,0,0,0,1.976,1.881
"ENSG00000267582",0,0,0,0,0,0
"ENSG00000267585",0,0,0,0,0,0
"ENSG00000267587",0,2.058,0,1,1,1.001
"ENSG00000267589",0,0,0,0,0,2.004
"ENSG00000267591",0,0,0,0,0,0
"ENSG00000267592",0,0,0,0,0,0
"ENSG00000267598",21.02,43.061,70.044,34.002,132.012,26
"ENSG00000267601",62.025,2,11,4,13.008,6.005
"ENSG00000267604",0,0,0,0,0,0
"ENSG00000267605",0,1.496,3.469,6.883,0,5.13
"ENSG00000267606",0,0,0,0,1,0
"ENSG00000267610",0,0,0,0,0,0
"ENSG00000267611",0,0,0,0,0,0
"ENSG00000267612",0,0,4.26,9.069,3.698,0
"ENSG00000267614",0,0,0,0,0,0
"ENSG00000267615",0,0,0,0,0,0
"ENSG00000267617",0,0,0,0,0,0
"ENSG00000267618",0,0,0,0,0,10.556
"ENSG00000267620",0,0,0,0,0,0
"ENSG00000267623",0,0,0,0,0,0
"ENSG00000267624",0,0,0,0,0,0
"ENSG00000267625",1,2.207,0,3.003,0,0
"ENSG00000267627",0,0,0,0,0,0
"ENSG00000267628",0,0,0,0,0,0
"ENSG00000267629",0,0,0,0,0,0
"ENSG00000267630",0,0,0,0,0,0
"ENSG00000267632",0,32.949,19.739,19.926,17.472,9.307
"ENSG00000267633",9.589,9.76,5.009,19.975,3.124,10.916
"ENSG00000267636",0,0,0,0,0,0
"ENSG00000267638",0,3.928,0,0.867,1,0
"ENSG00000267640",0,0,0,0,0,0
"ENSG00000267643",0,0,0,0,0,0
"ENSG00000267644",0,0,0,0,0,0
"ENSG00000267645",490.524,0,405.443,401.548,274.562,0
"ENSG00000267646",0,0,0,0,0,0
"ENSG00000267648",0,4.958,11.432,5.161,12.032,6.264
"ENSG00000267649",0,0,0,0,0,1
"ENSG00000267650",0,0,0,0,0,0
"ENSG00000267651",0,0,0,0,0,0
"ENSG00000267653",0,0,0,0,0,0
"ENSG00000267655",7,26,12,13,17,3
"ENSG00000267656",0,0,0,0,0,0
"ENSG00000267661",0,0,0,0,0,0
"ENSG00000267665",2.987,19.905,4.567,13.617,9.789,6.985
"ENSG00000267666",5.34,17.161,16.888,10.743,6.946,61.455
"ENSG00000267670",0,1,5,0,0,0
"ENSG00000267672",0,8.054,3.267,4.724,1.055,0
"ENSG00000267674",0,0,0,0,0,0
"ENSG00000267675",0,0,0,0,0,0
"ENSG00000267677",0,0,0,0,0,0
"ENSG00000267678",0,0,0,0,0,0
"ENSG00000267681",2.002,2.016,6.372,1,8.001,0
"ENSG00000267682",0,0,0,3,0,3
"ENSG00000267683",0,0,0,0,0,0
"ENSG00000267686",0,1.019,0,0,1.003,0
"ENSG00000267687",0,0,0,0,0,0
"ENSG00000267688",1,0,2,3,2,2
"ENSG00000267689",0,0,0,0,0,0
"ENSG00000267693",0,1,0,0,0,0
"ENSG00000267694",0,0,0,0,0,0
"ENSG00000267695",0,0,0,0,0,0
"ENSG00000267698",0,1,1,3,0,4
"ENSG00000267699",56.619,0,56.216,4.581,40.283,0
"ENSG00000267703",0,3.913,0,23.804,3.953,9.129
"ENSG00000267705",0,0,0,0,0,0
"ENSG00000267706",0,0,0,0,0,0
"ENSG00000267707",0,0,0,0,0,0
"ENSG00000267709",4.01,0,2.005,0,3.733,4
"ENSG00000267711",0,2,1,0,3,4
"ENSG00000267713",0,0,0,0,0,0
"ENSG00000267714",0,4.371,3.026,2.566,1.124,0
"ENSG00000267716",0,0,0,0,0,0
"ENSG00000267722",0,0,0,0,0,0
"ENSG00000267723",0,0,1,0,0,0
"ENSG00000267724",0,0,0,0,0,0
"ENSG00000267725",0,0,0,0,0,0
"ENSG00000267727",34,3,22.068,13,10,3
"ENSG00000267729",0.962,4.528,3.496,5.919,0,0
"ENSG00000267731",0,11.331,7.144,7.175,3.057,2.017
"ENSG00000267732",0,0,0,0,0,0
"ENSG00000267733",0,0,0,0,0,0
"ENSG00000267734",1,3.01,0.893,1.155,2.154,0
"ENSG00000267735",0,0,0,1,0,2
"ENSG00000267737",0,15.505,0,15.902,21.128,1.079
"ENSG00000267740",4.794,3.247,3.999,19.105,3.573,2.295
"ENSG00000267743",0,0,0,0,0,0
"ENSG00000267744",0,5.794,0,0,0,1
"ENSG00000267745",1,25.792,40.566,15.744,23.744,11.134
"ENSG00000267746",0,0,0,0,0,0
"ENSG00000267748",6.849,0,7.587,0,14.565,0
"ENSG00000267749",1.002,6.028,8.603,3.266,3.297,4.147
"ENSG00000267755",0,0,0,1,0,0
"ENSG00000267756",0,0,0,0,0,0
"ENSG00000267758",0,0,0,0,0,0
"ENSG00000267760",0,0,0,0,0,0
"ENSG00000267762",0,0,0,0,0,0
"ENSG00000267764",0,1,0,3,0,1
"ENSG00000267765",0,0,0,1,1,0
"ENSG00000267766",0,0,1,0,0,0
"ENSG00000267768",0,0,0,0,0,0
"ENSG00000267769",0,0,1,0,2,0
"ENSG00000267770",0,0,0,0,0,0
"ENSG00000267771",0,0,0,0,0,0
"ENSG00000267773",0,0,0,0,0,0
"ENSG00000267774",0,0,0,0,0,0
"ENSG00000267780",0,2,0,2,3,1
"ENSG00000267782",0,0,0,0,0,0
"ENSG00000267783",2,2,5,6,10,0
"ENSG00000267784",0,0,0,0,0,0
"ENSG00000267786",0,1,0,0,0,0
"ENSG00000267787",67.154,51.554,106.663,69.245,117.531,61.656
"ENSG00000267788",0,0,0,0,0,0
"ENSG00000267789",0,0,0,0,0,0
"ENSG00000267791",0,0,0,0,0,0
"ENSG00000267793",0,2,0,5,0,0
"ENSG00000267794",0,0,0,0,1,0
"ENSG00000267800",0,0,0,0,0,0
"ENSG00000267801",3.871,2.014,3.145,0,7.905,1.002
"ENSG00000267808",0,0,0,0,1,0
"ENSG00000267811",0,1,1,0,0,0
"ENSG00000267815",0,0,0,0,0,0
"ENSG00000267827",0,0,0,0,0,0
"ENSG00000267834",2.041,69.106,48.87,53.689,49.405,29.484
"ENSG00000267838",0,1,3,0,1,0
"ENSG00000267857",0,0,0,0,0,0
"ENSG00000267868",0,0,0,1,0,0
"ENSG00000267872",0,0,3.252,1.034,0,0.97
"ENSG00000267879",0,6.272,2,6.795,0,0
"ENSG00000267881",0,0,0,3.428,0,1.818
"ENSG00000267882",3.447,3.116,7.169,5.404,4.109,0
"ENSG00000267886",6,1,4,1,6.925,12
"ENSG00000267890",0,0,0,0,0,0
"ENSG00000267892",12.247,25.194,16.643,18.157,16.767,13.566
"ENSG00000267895",0,0,1,1,1,0
"ENSG00000267898",0,2,1,3,2,0
"ENSG00000267904",0,11.568,19.318,9.49,5.08,6.332
"ENSG00000267919",0,0,0,0,0,0
"ENSG00000267922",0,0,0,0,0,0
"ENSG00000267924",0,0,1.018,0,0,0
"ENSG00000267927",0,0,0,0,0,0
"ENSG00000267934",0,2.001,1.028,4.004,1,3
"ENSG00000267939",0,13.648,7.25,12.198,8.164,0
"ENSG00000267940",1,3,12,9,12,3
"ENSG00000267943",927.352,24.994,323.595,29.383,565.409,37.424
"ENSG00000267952",0,0,0,0,0,0
"ENSG00000267968",0,0,0,0,0,0
"ENSG00000267980",3.107,8.487,13.315,9.929,3.622,0
"ENSG00000267984",4,0,1,0,1,0
"ENSG00000267986",0,0,0,0,0,0
"ENSG00000267990",1,1,2,2,2,3
"ENSG00000267992",0,1,0,2.818,0,0
"ENSG00000268015",0,1,1.32,0,5.007,0
"ENSG00000268027",0,62.758,61.289,47.547,45.586,27.32
"ENSG00000268030",5.858,2.546,1.11,6.014,4.832,3.885
"ENSG00000268047",0,1,1,2,1,0
"ENSG00000268049",1,3,2,1,4,0
"ENSG00000268051",0,12.89,1.649,5.424,0,0
"ENSG00000268053",0,0,0,0,0,0
"ENSG00000268055",0,0,0,2,0,0
"ENSG00000268056",0,0,1,3.052,1,0
"ENSG00000268069",0,4,2,6,2,5
"ENSG00000268070",0,0,0,0,0,0
"ENSG00000268078",0,0,0,0,0,0
"ENSG00000268080",0,0,0,0,0,0
"ENSG00000268081",3,3,4.614,0,4.003,2.977
"ENSG00000268083",106.859,49.616,155.012,57.438,73.706,0
"ENSG00000268087",0.824,2.821,1.913,2.652,0,0
"ENSG00000268088",1,0,6,0,7,0
"ENSG00000268093",0,3.955,2.105,3.009,2,0
"ENSG00000268105",0,0,0,0,1,1.001
"ENSG00000268107",50.094,0,19.323,0,17.331,10.352
"ENSG00000268108",0,0,0,0,0,0
"ENSG00000268112",1,1,2,1,0,0
"ENSG00000268116",0,0,0,0,1,0
"ENSG00000268119",27.182,50.819,28.773,24.499,35.467,31.285
"ENSG00000268120",0,0,0,0,0,0
"ENSG00000268129",2,3,1,4,5,2
"ENSG00000268133",0,0,0,0,0,0
"ENSG00000268149",0,1,0,0,0,0
"ENSG00000268153",64.718,0,45.94,0,0,0
"ENSG00000268157",0,0,0,0,0,0
"ENSG00000268163",19.409,0,13.323,0,11.552,0
"ENSG00000268170",2,9.659,21.663,0,7,0
"ENSG00000268173",316.792,0,432.978,277.636,343.375,383.43
"ENSG00000268181",0,0,0,0,0,0
"ENSG00000268184",27.738,5.663,3.779,0,0,1
"ENSG00000268189",7,1,5,1,12,7
"ENSG00000268191",0,0,0,0,0,0
"ENSG00000268193",0,0,41.999,16.375,41.797,9.671
"ENSG00000268199",0,1,0,1,0,0
"ENSG00000268201",1.001,3.06,2.908,3.648,1.166,4.604
"ENSG00000268203",0,0,0,0,0,0
"ENSG00000268204",0,7,4,11,4,0
"ENSG00000268205",62.769,247.361,146.104,122.491,118.749,68.629
"ENSG00000268209",0,0,0,0,0,0
"ENSG00000268218",1.191,8.433,5.193,10.677,3.406,4.16
"ENSG00000268230",0,5.215,0,0,1.057,4
"ENSG00000268231",0,0,0,0,0,0
"ENSG00000268240",1.083,36.217,8.508,11.49,2.116,9.574
"ENSG00000268266",2.033,3.947,0,2.031,1.049,0
"ENSG00000268278",0,2,0,0,2,0
"ENSG00000268279",0,6.697,3.766,4.538,2.559,1.061
"ENSG00000268287",0,0,0,0,0,0
"ENSG00000268288",0,4,0,0,1,0
"ENSG00000268289",0,0,0,0,0,0
"ENSG00000268292",0,0,0,0,0,0
"ENSG00000268293",0,0,0,0,0,0
"ENSG00000268296",0,0,0,0,0,0
"ENSG00000268309",0,0,1,1.001,0,0
"ENSG00000268316",0,0,0,0,0,0
"ENSG00000268326",0,0,0,0,0,0
"ENSG00000268333",0,0,0,0,1,0
"ENSG00000268355",0,1,4,9,0,0
"ENSG00000268361",0,0,0,0,0,0
"ENSG00000268362",38.873,202.542,90.496,104.862,91.978,91.003
"ENSG00000268375",0,0,0,0,0,0
"ENSG00000268379",0,2.044,1.014,0,2.008,0
"ENSG00000268390",0,0,0,0,0,0
"ENSG00000268392",0,0,0,0,0,0
"ENSG00000268400",332.934,316.145,218.408,317.719,546.617,124.682
"ENSG00000268401",2.908,20.178,1.305,21.384,2.042,2.036
"ENSG00000268403",1,15,22,23,19,2
"ENSG00000268407",0,0,0,0,0,0
"ENSG00000268416",534.364,27.681,199.878,22.247,301.501,32.284
"ENSG00000268434",0,9.499,0,0,0,2.472
"ENSG00000268442",0,0,0,0,0,0
"ENSG00000268455",0,0,0,0,0,0
"ENSG00000268458",0,0,0,0,0,0
"ENSG00000268460",8.185,5.888,6.565,12.795,6.322,32.374
"ENSG00000268461",0,0,0,0,0,0
"ENSG00000268465",0,0,0,0,0,0
"ENSG00000268472",1,0,4,0,2,1
"ENSG00000268473",0,0,0,0,0,0
"ENSG00000268475",0,0,0,0,0,0
"ENSG00000268486",0,0,0,0,0,0
"ENSG00000268496",0,0,0,0,0,0
"ENSG00000268499",1,2.445,0,2.051,0,0
"ENSG00000268505",0,0,0,0,0,0
"ENSG00000268509",5,1,5,3,5,3
"ENSG00000268518",3,4,21,14,10,5
"ENSG00000268520",0,6.248,3.564,0,2.993,2.279
"ENSG00000268530",1,0,2,0,0,1
"ENSG00000268531",0,0,4,5,0,0
"ENSG00000268533",0,1,0,1.818,0,0
"ENSG00000268536",1,0,0,0,0,4
"ENSG00000268543",1,1.73,0,0,0,0
"ENSG00000268555",1.273,42,4.197,2,12,1
"ENSG00000268560",5,0,7,0,7,1
"ENSG00000268565",0,1,1,2,0,0
"ENSG00000268566",0,0,0,0,0,0
"ENSG00000268573",12.093,13.106,16,15.221,15.001,5.007
"ENSG00000268575",58.695,207.501,115.436,148.944,133.107,60.418
"ENSG00000268582",0,0,0,0,0,0
"ENSG00000268583",9.104,3.491,9.768,7.022,17.156,0
"ENSG00000268584",2,0,0,7,3,0
"ENSG00000268589",0,0,0,0,0,0
"ENSG00000268593",0,0,0,0,0,0
"ENSG00000268595",0,0,0,0,0,0
"ENSG00000268597",0,0,0,0,0,0
"ENSG00000268601",5.458,1.022,4.076,0,7.238,0
"ENSG00000268603",4,1,4,1,7,0
"ENSG00000268605",0,0,0,0,0,0
"ENSG00000268614",0,0,0,0,2.108,0
"ENSG00000268615",0,2,0,3,0,0
"ENSG00000268618",2,3.002,0,0,0,0
"ENSG00000268620",0,0,0,0,0,0
"ENSG00000268623",0,0,0,0,0,0
"ENSG00000268628",13.546,0,4.125,2.073,4.767,0
"ENSG00000268635",7.188,28.901,6.228,22.226,10.03,3.275
"ENSG00000268636",0,0,0,0,0,0
"ENSG00000268643",122.963,27.603,50.118,57.818,121.614,20.076
"ENSG00000268649",0,0,0,0,0,0
"ENSG00000268650",0,0,0,0,0,0
"ENSG00000268652",0,0,0,0,0,0
"ENSG00000268655",0,0,0,0,2,0
"ENSG00000268659",0,1,0,0,0,0
"ENSG00000268669",0,0,0,0,0,0
"ENSG00000268670",0,8,6,9,3,0
"ENSG00000268673",0,0,0,0,0,0
"ENSG00000268677",0,0,0,0,0,0
"ENSG00000268678",0,1,0,0,0,0
"ENSG00000268683",0,0,0,0,2.043,0
"ENSG00000268685",0,0,0,0,0,0
"ENSG00000268686",4.609,2.513,2.146,6.819,5.073,0
"ENSG00000268707",0,0,0,1,0,2
"ENSG00000268711",0,0,0,0,0,0
"ENSG00000268713",9.106,0,11.556,11.75,20.371,16.768
"ENSG00000268723",0,0,0,0,0,0
"ENSG00000268729",0,0,0,0,0,0
"ENSG00000268731",0,0,0,0,0,0
"ENSG00000268734",0,0,59.226,0,0,0
"ENSG00000268739",0,0,0,0,0,0
"ENSG00000268742",0,0,0,0,0,0
"ENSG00000268743",1,0,0,1,3,2
"ENSG00000268744",0,7.448,8.221,8.375,9.52,15.949
"ENSG00000268745",0,0,0,0,0,0
"ENSG00000268746",0,7.038,0,0,1.344,0
"ENSG00000268747",0,0,0,0,0,0
"ENSG00000268750",2.154,11.65,2.418,2.437,8.079,6.835
"ENSG00000268756",8.969,1.039,13,1.415,19.926,1
"ENSG00000268764",0,0,0,0,0,0
"ENSG00000268777",0,0,0,0,0,0
"ENSG00000268790",0,10.89,0,0,0,0
"ENSG00000268797",0,2,0,0,1,0
"ENSG00000268798",2.034,2.324,4.172,3.412,3.843,6.446
"ENSG00000268803",0,0,0,0,0,0
"ENSG00000268810",0,0,0,0,0,0
"ENSG00000268818",0,2.328,2.938,7.089,0.936,1.061
"ENSG00000268823",0,0,0,0,0,0
"ENSG00000268833",0,0,2,2,1,0
"ENSG00000268836",6,9,9,4,5,2
"ENSG00000268839",0,0,0,0,0,0
"ENSG00000268842",0,0,0,0,0,0
"ENSG00000268845",0,0,0,0,0,0
"ENSG00000268854",1,1,0,0,0,0
"ENSG00000268858",115,171,195,166,205,85
"ENSG00000268864",1,0,0,3,0,9.968
"ENSG00000268866",0,0,0,0,0,0
"ENSG00000268870",5.144,0,0,0,0,7.478
"ENSG00000268873",0,0,0,0,0,0
"ENSG00000268884",1.185,0,1.172,0,2.001,0
"ENSG00000268886",1,0,1,0,1,0
"ENSG00000268892",0,0,0,0,0,0
"ENSG00000268896",1,1,0,0,1,0
