"gene","SRR26204551","SRR26204552","SRR26204555","SRR26204556","SRR26204559","SRR26204560"
"PHF21B",0,0,0,1,0,0
"PHF23",1466,513,1131,698,1129,384
"PHF24",1,1,0,0,1,1
"PHF2P2",3,0,0,2,0,0
"PHF3",3934,2173,2530,2153,1808,1268
"PHF5A",1106,263,676,290,748,198
"PHF5AP1",0,4,0,0,0,0
"PHF5AP3",0,0,0,0,0,0
"PHF5AP4",0,0,0,0,0,0
"PHF5AP5",0,0,0,0,0,0
"PHF5AP7",0,0,0,0,0,0
"PHF6",263,265,253,319,154,286
"PHF7",124,64,84,89,76,57
"PHF8",972,952,1084,1214,510,483
"PHGDH",62,68,86,126,63,167
"PHGR1",0,0,0,0,0,0
"PHIP",1886,2412,2592,2397,1344,1107
"PHKA1",58,8,44,31,17,45
"PHKA1-AS1",0,0,0,0,0,0
"PHKA1P1",0,9,11,7,4,0
"PHKA2",609,564,810,776,347,448
"PHKA2-AS1",7,8,2,2,5,2
"PHKB",1042,910,1197,915,568,933
"PHKBP1",0,0,0,0,0,0
"PHKBP2",0,0,0,0,0,0
"PHKG1",12,37,30,80,9,19
"PHKG1P1",0,0,0,1,0,0
"PHKG1P2",0,0,1,0,0,1
"PHKG1P3",0,0,0,0,0,0
"PHKG1P4",0,0,0,0,0,0
"PHKG2",484,422,557,434,314,263
"PHLDA1",1634,7212,688,9038,319,4302
"PHLDA1-AS1",1,12,1,22,0,8
"PHLDA1-DT",3,4,11,10,9,2
"PHLDA2",1586,424,985,635,854,1518
"PHLDA3",2115,124,905,115,1520,205
"PHLDB1",56,601,103,842,48,497
"PHLDB2",15450,531,7791,752,6911,1328
"PHLDB3",148,261,126,509,99,60
"PHLPP1",1323,503,708,652,739,321
"PHLPP2",177,361,155,590,140,129
"PHOSPHO1",20,185,71,647,1644,65
"PHOSPHO2",27,16,17,10,16,3
"PHOX2A",0,0,0,0,0,0
"PHOX2B",0,0,0,0,0,0
"PHOX2B-AS1",0,0,0,0,0,0
"PHPT1",953,391,451,286,722,311
"PHRF1",1189,1131,1124,1394,916,659
"PHTF1",121,458,235,519,50,201
"PHTF2",510,767,462,426,241,341
"PHYH",300,170,194,178,194,252
"PHYHD1",33,18,33,43,25,29
"PHYHIP",192,2,338,18,572,10
"PHYHIPL",7192,35,3144,86,5127,116
"PHYKPL",728,836,1083,967,489,471
"PI15",11,0,0,0,3,1
"PI16",0,6,0,20,0,3
"PI3",3,612,11,129,1,6
"PI4K2A",1106,2294,720,2038,604,2075
"PI4K2B",318,507,324,803,192,313
"PI4KA",4179,2458,2528,3810,2037,2015
"PI4KAP1",94.5,169,126.5,304,40,82
"PI4KAP2",559,513,392,823,281,439
"PI4KB",1937,1991,1575,2296,892,1060
"PIANP",1,3,0,2,0,0
"PIAS1",1544,1371,1704,1346,1002,791
"PIAS2",134,362,164,334,83,171
"PIAS3",720,260,420,322,389,230
"PIAS4",1677,404,995,571,1061,200
"PIBF1",382,178,283,129,223,162
"PICALM",21919,6052,12022,6290,11222,5276
"PICART1",0,0,2,0,0,1
"PICK1",391,200,364,193,270,221
"PICSAR",3,0,1,0,3,0
"PID1",3050,294,1560,325,1514,347
"PIDD1",149,214,246,294,71,104
"PIERCE1",45,4,11,10,13,5
"PIERCE2",16,26,6,4,8,6
"PIEZO1",871,1995,1764,3008,762,2098
"PIEZO1P1",0,0,0,0,0,0
"PIEZO1P2",0,0,0,0,0,0
"PIEZO2",9,7,14,10,2,9
"PIF1",33,97,49,102,6,80
"PIFO",475,2,165,9,248,20
"PIGA",1354,1764,931,2727,630,831
"PIGAP1",3,5,2,11,0,3
"PIGB",159,259,201,211,87,119
"PIGBOS1",268,47,190,91,177,76
"PIGC",442,219,331,256,403,197
"PIGCP1",0,0,1,0,2,1
"PIGCP2",0,0,2,0,0,0
"PIGF",241,80,171,79,95,89
"PIGFP1",2,0,0,0,0,0
"PIGFP2",0,0,0,0,0,0
"PIGFP3",0,0,0,0,0,0
"PIGG",385,561,488,635,248,437
"PIGH",1433,184,445,225,488,128
"PIGHP1",0,0,0,0,0,0
"PIGK",183,329,232,345,87,356
"PIGL",121,191,145,350,54,82
"PIGM",53,88,97,101,39,93
"PIGN",414,366,377,349,255,464
"PIGO",370,321,350,369,142,315
"PIGO-AS1",0,1,0,0,0,0
"PIGP",456,120,157,95,176,102
"PIGPP2",0,0,0,0,0,0
"PIGPP3",0,0,0,0,0,0
"PIGPP4",0,0,0,0,0,0
"PIGQ",306,282,363,493,381,222
"PIGQP1",0,0,0,0,0,0
"PIGR",6,19,4,43,3,6
"PIGS",570,608,856,841,293,530
"PIGT",756,1740,964,1820,334,1569
"PIGU",129,121,134,122,56,161
"PIGUP1",0,0,0,0,0,0
"PIGV",307,151,171,168,136,165
"PIGW",136,54,75,94,60,95
"PIGX",483,289,408,298,242,137
"PIGY-DT",0,0,0,1,0,0
"PIGZ",10,26,26,28,7,15
"PIH1D1",1348,389,688,567,710,281
"PIH1D2",26,21,6,5,21,7
"PIK3AP1",3918,9185,5491,18774,3175,4278
"PIK3C2A",1479,722,1147,1266,956,700
"PIK3C2B",1548,405,1690,547,1602,305
"PIK3C2G",3,0,2,3,0,2
"PIK3C3",876,604,694,639,543,533
"PIK3CA",758,970,674,950,451,515
"PIK3CA-DT",0,0,0,0,0,0
"PIK3CB",2932,1282,1895,2042,1619,1323
"PIK3CD",905,2945,2878,2641,564,637
"PIK3CD-AS1",3,5,21,6,3,3
"PIK3CD-AS2",1,8,18,13,1,7
"PIK3CDP1",9,15,15,9,2,2
"PIK3CG",303,1997,1038,1696,205,450
"PIK3IP1",549,3194,461,3889,210,1071
"PIK3IP1-DT",6,6,4,6,2,0
"PIK3R1",1278,8979,2137,5393,1170,1972
"PIK3R2",255,54,113,134,203,119
"PIK3R3",108,247,97,212,54,195
"PIK3R4",207,387,290,460,133,296
"PIK3R5",1332,6451,2045,13494,629,3011
"PIK3R5-DT",32,72,43,131,8,38
"PIK3R6",53,253,150,256,55,225
"PIKFYVE",1511,1022,1249,1412,646,684
"PILRA",870,2906,1902,4459,485,1294
"PILRB",211,1006,679,1404,214,354
"PIM1",8649,6248,6658,4908,5108,3403
"PIM2",884,3775,1767,3925,536,832
"PIM3",7725,10016,7637,8476,4869,3288
"PIMREG",3,17,6,12,3,18
"PIMREGP1",0,0,0,0,0,0
"PIMREGP2",0,0,0,0,0,0
"PIMREGP3",0,0,0,0,0,0
"PIMREGP4",0,0,0,0,0,0
"PIN1",1018,405,751,456,798,286
"PIN1-DT",1,0,0,0,0,0
"PIN1P1",0,0,0,0,0,0
"PIN4",624,91,305,91,339,56
"PIN4P1",0,0,0,0,0,0
"PINCR",1,0,2,0,0,0
"PINK1",4021,617,1990,710,2411,892
"PINK1-AS",86,78,79,134,38,132
"PINLYP",7,44,14,45,5,13
"PINX1",80.5,64.5,55.5,70.5,46.5,57
"PINX1-DT",0,2,0,1,1,0
"PIP",3,0,0,0,0,0
"PIP4K2A",1986,3951,2493,3576,2584,997
"PIP4K2B",1016,607,890,561,429,586
"PIP4K2C",1583,467,1037,375,1330,497
"PIP4P1",1283,682,1163,878,870,357
"PIP4P2",248,112,563,81,218,117
"PIP5K1A",6123,1165,3435,1464,3212,972
"PIP5K1B",1233,37,732,165,940,86
"PIP5K1C",645,1004,1010,1000,375,858
"PIP5K1P1",0,0,0,0,0,0
"PIP5K1P2",0,0,0,0,0,0
"PIP5KL1",368,15,141,80,331,26
"PIPOX",37,100,44,117,30,474
"PIPSL",94,15,43,32,37,17
"PIR",296,57,138,108,208,102
"PIRAT1",5,22,19,27,5,3
"PIRT",0,0,0,0,0,0
"PISD",2398,583,1838,817,1701,598
"PISRT1",0,0,0,0,0,0
"PITHD1",1879,810,1213,812,1446,614
"PITPNA",9775,2020,5437,3124,5807,1189
"PITPNA-AS1",20,19,32,30,34,11
"PITPNB",2429,1251,1400,1270,1341,735
"PITPNC1",235,1482,399,1341,114,465
"PITPNM1",877,1527,1452,2337,476,641
"PITPNM2",260,371,175,476,151,218
"PITPNM2-AS1",0,0,0,0,0,0
"PITPNM3",5,11,8,5,3,5
"PITRM1",1003,761,912,1223,591,824
"PITRM1-AS1",6,18,1,24,0,7
"PITX1",5,3,2,3,1,7
"PITX1-AS1",2,1,0,1,2,0
"PITX2",2,1,1,0,2,7
"PITX3",0,0,0,0,0,0
"PIWIL1",0,0,4,2,0,0
"PIWIL2",4,19,13,20,2,5
"PIWIL2-DT",0,0,0,0,0,0
"PIWIL3",0,3,4,10,0,2
"PIWIL4",42,112,214,120,25,83
"PIWIL4-AS1",0,1,4,4,0,0
"PJA1",2198,383,2012,374,1954,255
"PJA2",3734,2863,2902,3034,2055,2034
"PJVK",2,18,10,17,5,4
"PKD1",382,1156,564,1098,209,575
"PKD1-AS1",0,0,2,2,2,0
"PKD1L1",6,13,7,18,6,14
"PKD1L1-AS1",0,0,0,0,0,0
"PKD1L2",54,18,33,25,50,28
"PKD1L3",0,2,1,10,1,6
"PKD1P1",187,208,116,653,163,408
"PKD1P2",52,131,28,88,15,8
"PKD1P3",252,305,362,634,37,278
"PKD1P4",176,439,112,253,51,93
"PKD1P5",255,507,0,0,0,0
"PKD1P6",100,149,79,177,6,49
"PKD1P6-NPIPP1",62,59,65,66,6,15
"PKD2",246,268,199,792,101,317
"PKD2L1",5,38,24,44,2,70
"PKD2L2",3,11,5,11,7,0
"PKD2L2-DT",65,43,51,82,37,37
"PKDCC",10,11,12,24,12,17
"PKDREJ",0,0,0,1,0,1
"PKHD1",19,2,20,14,4,2
"PKHD1L1",32,15,47,42,13,20
"PKIA",1359,42,150,84,767,52
"PKIA-AS1",1,0,2,0,3,0
"PKIB",24625,83,8116,314,14810,337
"PKIG",7653,158,2053,337,4983,271
"PKLR",0,0,30,75,13,2
"PKM",12350,16478,13593,27353,6228,13315
"PKMP1",0,0,1,1,0,2
"PKMP2",1,0,0,2,0,0
"PKMP3",0,0,0,0,0,0
"PKMP4",0,0,0,0,0,1
"PKMP5",2,1,1,0,0,0
"PKMYT1",29,72,165,163,26,104
"PKN1",1223,2742,2859,2754,832,1333
"PKN2",622,759,655,722,428,519
"PKN2-AS1",2,9,11,10,6,3
"PKN3",60,43,39,86,33,44
"PKNOX1",1849,352,981,387,1167,197
"PKNOX2",0,3,0,2,0,8
"PKNOX2-DT",0,0,0,0,0,0
"PKP1",101,3,96,16,136,36
"PKP2",2599,77,1495,147,1314,931
"PKP3",3001,50,1775,142,1962,385
"PKP4",59,226,341,316,62,186
"PKP4-AS1",0,0,0,0,0,0
"PKP4P1",0,0,0,0,0,0
"PLA1A",68,26,35,76,66,144
"PLA2G10",0,0,0,1,1,4
"PLA2G10BP",0,0,0,0,0,0
"PLA2G10CP",0,0,0,0,0,0
"PLA2G10DP",0,0,0,0,0,0
"PLA2G10EP",0,0,0,0,0,0
"PLA2G10FP",0,0,0,0,0,0
"PLA2G10GP",0,0,0,0,0,0
"PLA2G10HP",0,0,0,0,0,0
"PLA2G10IP",0,0,0,0,0,0
"PLA2G10JP",0,0,0,0,0,0
"PLA2G10KP",0,0,0,0,0,0
"PLA2G10P1",0,0,0,0,0,0
"PLA2G12A",1460,151,400,168,622,172
"PLA2G12AP1",0,0,0,1,1,1
"PLA2G12AP2",0,0,0,0,0,0
"PLA2G12B",0,0,0,0,0,0
"PLA2G15",146,658,210,437,120,1018
"PLA2G1B",0,0,0,0,1,0
"PLA2G2A",0,0,0,0,2,5
"PLA2G2C",5,10,5,26,0,7
"PLA2G2D",67,450,30,125,12,23
"PLA2G2E",0,0,0,0,0,0
"PLA2G2F",15,0,2,0,137,4
"PLA2G3",0,0,0,0,0,0
"PLA2G4A",45,110,120,112,30,160
"PLA2G4B",65,254,228,298,36,62
"PLA2G4C",181,364,76,208,79,300
"PLA2G4C-AS1",0,0,0,0,0,0
"PLA2G4D",18,1,0,3,1,1
"PLA2G4E",2,0,3,0,0,0
"PLA2G4E-AS1",6,1,1,9,1,1
"PLA2G4F",10,1,10,13,4,4
"PLA2G5",0,0,1,1,0,2
"PLA2G6",219,492,237,570,132,177
"PLA2G7",317,954,344,723,120,2574
"PLA2R1",22,12,17,33,22,54
"PLAA",1256,564,1089,698,878,479
"PLAAT1",3,0,2,0,3,0
"PLAAT2",24,2,44,73,7,2
"PLAAT3",4654,222,1878,332,2848,370
"PLAAT4",652,790,359,673,214,115
"PLAAT5",21,10,10,11,15,0
"PLAC1",1497,20,680,57,542,80
"PLAC4",371830,1071,141129,4052,245763,4111
"PLAC8",304,877,1286,2155,200,596
"PLAC8L1",6,3,0,0,0,1
"PLAC9",2,4,0,3,0,3
"PLAC9P1",0,0,0.5,0,0,0.5
"PLAG1",543,55,225,94,394,54
"PLAGL1",181,327,392,609,104,368
"PLAGL2",875,1060,1331,1669,541,478
"PLAT",47,162,24,248,17,202
"PLAU",1237,7815,405,3548,238,3149
"PLAUR",4416,26644,8027,35520,2918,12287
"PLB1",263,219,379,251,228,220
"PLBD1",1433,1758,7718,4303,511,2313
"PLBD1-AS1",260,35,162,39,187,67
"PLBD2",663,1812,730,1470,400,2409
"PLCB1",371,174,685,409,802,121
"PLCB1-IT1",2,0,0,0,0,0
"PLCB2",1364,3103,3869,3039,858,1625
"PLCB2-AS1",0,0,0,0,0,0
"PLCB3",974,401,638,566,579,524
"PLCB4",25,40,34,70,18,141
"PLCD1",184,217,185,208,151,110
"PLCD3",599,142,215,158,145,413
"PLCD4",2,3,2,22,0,18
"PLCE1",104,34,105,78,26,43
"PLCE1-AS1",2217,4,597,29,947,40
"PLCE1-AS2",2,0,2,0,2,0
"PLCE1P1",0,0,0,0,0,0
"PLCG1",187,1651,129,1396,52,444
"PLCG1-AS1",10,30,22,38,2,12
"PLCG2",828,1993,1407,2289,364,743
"PLCH1",0,4,14,9,1,3
"PLCH1-AS1",0,0,0,0,0,0
"PLCH1-AS2",0,0,0,0,0,0
"PLCH2",18,467,30,425,4,90
"PLCL1",60,197,110,254,25,117
"PLCL2",6075,1114,3539,1061,5203,767
"PLCL2-AS1",0,0,0,0,0,0
"PLCXD1",1008,353,689,850,490,314
"PLCXD2",616,1559,388,926,319,226
"PLCXD2-AS1",0,0,0,0,0,0
"PLCXD3",1,1,1,6,0,3
"PLCZ1",0,0,0,0,0,0
"PLD1",173,514,335,1241,73,586
"PLD2",439,685,432,574,241,620
"PLD3",2144,5984,2459,4861,1050,8610
"PLD4",266,231,375,390,219,158
"PLD5",18,38,7,61,7,21
"PLD5P1",7,21,11,40,5,25
"PLD6",25,46,51,44,16,40
"PLEC",4248,12138,6825,30940,3028,7700
"PLEK",5373,18925,9284,19415,2619,6875
"PLEK2",15,31,12,26,52,61
"PLEKHA1",5742,521,3024,663,5053,765
"PLEKHA2",860,6253,1884,6521,895,2188
"PLEKHA3",644,484,415,412,468,205
"PLEKHA3P1",25,5,10,12,0,22
"PLEKHA4",158,50,69,37,90,39
"PLEKHA5",1127,229,667,394,692,282
"PLEKHA6",14320,71,9397,344,10583,228
"PLEKHA7",1670,91,720,184,810,180
"PLEKHA8",1153,227,743,282,356,277
"PLEKHA8P1",42,43,60,28,6,39
"PLEKHB1",25,71,18,107,30,16
"PLEKHB2",5420,5597,4832,5167,3638,3566
"PLEKHD1",30,35,45,51,3,10
"PLEKHF1",1388,478,688,475,761,80
"PLEKHF2",1159,1620,1027,1785,662,767
"PLEKHG1",752,286,423,507,429,251
"PLEKHG2",1203,1675,4373,3983,1050,712
"PLEKHG3",1722,830,1329,428,911,238
"PLEKHG4",12,81,44,171,19,46
"PLEKHG4B",31,5,23,29,5,18
"PLEKHG5",150,317,48,217,72,334
"PLEKHG6",2934,32,1175,99,1645,420
"PLEKHG7",56,5,28,13,4,1
"PLEKHH1",782,41,387,63,415,35
"PLEKHH2",13,32,19,45,2,6
"PLEKHH3",133,59,123,82,91,65
"PLEKHJ1",768,400,616,451,515,223
"PLEKHM1",1013,1821,1414,1795,541,657
"PLEKHM1P1",0,0,0,42,0,0
"PLEKHM2",3069,3207,2084,4265,1298,2143
"PLEKHM3",515,356,441,331,164,239
"PLEKHN1",12,26,20,79,11,13
"PLEKHO1",979,3200,1530,2721,682,1176
"PLEKHO2",4891,3517,3079,4694,2497,2267
"PLEKHS1",6,0,2,8,1,1
"PLET1",0,0,0,0,0,0
"PLG",1,5,0,2,0,1
"PLGLA",0,0,0,0,0,0
"PLGLB1",0,8,15,0,8,5
"PLGLB2",25,31,7,12,0,8
"PLGRKT",1201,157,390,137,557,148
"PLIN1",0,4,1,0,1,0
"PLIN2",9623,22378,12402,38493,8862,17307
"PLIN3",3757,940,3591,1432,3296,1315
"PLIN4",7,80,46,28,4,16
"PLIN5",11,54,55,74,1,11
"PLK1",89,86,163,225,49,172
"PLK2",1579,565,685,986,610,1146
"PLK3",2442,4950,2578,6084,1352,1499
"PLK4",97,76,109,151,72,71
"PLK5",9,16,6,28,4,3
"PLLP",24,52,28,80,7,30
"PLLPP1",0,0,0,0,0,0
"PLN",0,1,0,0,1,0
"PLOD1",478,1295,810,1209,283,2856
"PLOD2",62,81,73,252,18,1789
"PLOD3",388,773,560,845,273,1722
"PLP1",0,0,0,0,0,0
"PLP2",951,2536,2693,3277,346,1041
"PLPBP",854,505,775,384,625,468
"PLPP1",291,185,75,157,104,172
"PLPP2",464,50,173,92,93,128
"PLPP3",2477,528,1178,640,1639,1609
"PLPP4",18,8,5,33,1,24
"PLPP5",519,402,425,555,250,267
"PLPP6",242,41,107,56,120,59
"PLPP7",16,21,8,16,7,88
"PLPPR1",0,0,1,0,0,0
"PLPPR2",266,396,914,737,139,185
"PLPPR3",0,5,35,12,2,1
"PLPPR4",0,0,5,0,0,1
"PLPPR5",0,0,0,0,0,0
"PLPPR5-AS1",0,0,0,0,0,0
"PLRG1",875,421,679,511,531,363
"PLS1",16,25,39,36,12,14
"PLS1-AS1",0,0,0,0,0,0
"PLS1P1",0,0,0,0,0,0
"PLS3",61,119,54,283,31,701
"PLS3-AS1",1,2,10,2,0,1
"PLSCR1",1090,2213,2451,2649,538,1283
"PLSCR2",4,1,10,7,1,7
"PLSCR3",278,457,347,559,168,206
"PLSCR4",47,16,22,80,16,57
"PLSCR4P1",0,0,0,0,0,0
"PLSCR5",0,0,0,0,0,0
"PLSCR5-AS1",0,0,0,0,0,0
"PLTP",535,13412,297,3418,130,3703
"PLUT",0,0,0,0,3,0
"PLVAP",22,31,22,102,90,99
"PLXDC1",8,344,14,308,4,49
"PLXDC2",1466,3807,2330,3475,772,5460
"PLXNA1",243,607,214,712,114,786
"PLXNA2",176,168,130,541,79,374
"PLXNA3",271,719,223,613,127,487
"PLXNA4",17,74,30,171,7,31
"PLXNB1",140,40,78,106,67,91
"PLXNB2",2456,3714,3479,3989,2057,4286
"PLXNB3",4,6,2,20,4,21
"PLXNB3-AS1",1,1,0,4,3,0
"PLXNC1",1005,2794,2136,4259,342,2228
"PLXND1",1341,3928,1497,3785,578,5058
"PM20D1",3,15,1,10,0,0
"PM20D2",1044,276,716,216,541,94
"PMAIP1",2401,3573,1499,2742,891,1484
"PMCH",0,3,1,4,0,0
"PMCHL1",0,0,0,0,0,0
"PMCHL2",1.5,0.5,4.5,4,0.5,1.5
"PMEL",35,1,16,10,21,46
"PMEPA1",84,1467,82,1582,38,1029
"PMF1",1841,513,918,506,1045,281
"PMF1-BGLAP",409,135,264,114,344,71
"PMFBP1",1,6,4,8,8,26
"PMIS2",0,0,0,0,0,0
"PML",684,1422,1004,1246,505,803
"PMM1",300,136,264,117,213,115
"PMM2",1246,357,722,467,826,532
"PMM2P1",0,0,0,0,0,0
"PMM2P2",0,0,0,0,0,0
"PMP2",0,0,1,0,0,0
"PMP22",205,1633,240,883,55,1120
"PMPCA",874,505,688,682,557,345
"PMPCAP1",0,0,0,0,0,0
"PMPCB",1481,990,1196,1166,873,597
"PMS1",125,161,159,143,41,111
"PMS2",1618,297,936,544,1027,213
"PMS2CL",145,65,103,37,104,43
"PMS2P1",0,0,0,0,0,0
"PMS2P10",0,16,0,0,0,0
"PMS2P11",0,0,0,0,0,0
"PMS2P12",4,0,0,0,1,0
"PMS2P13",12,0,0,7,11,0
"PMS2P14",0,0,0,0,0,0
"PMS2P2",11,0,12,33,18,7
"PMS2P3",16.5,15,13,20,8.5,11.5
"PMS2P4",129.5,79,100.5,140,93.5,41
"PMS2P5",18,0,0,0,0,0
"PMS2P6",22,10,28,0,0,0
"PMS2P7",3,4,21,4,0,0
"PMS2P8",0,0,0,0,0,0
"PMS2P9",0,0,0,0,0,0
"PMVK",543,222,383,162,395,147
"PNCK",16,6,16,2,16,149
"PNISR",2783,4119,3291,3360,1732,1308
"PNISR-AS1",48,22,42,42,37,12
"PNKD",955,836,1103,902,540,1441
"PNKDP1",0,0,0,0,0,0
"PNKP",667,539,736,746,397,281
"PNLDC1",2,4,3,8,0,3
"PNLIP",1,0,0,0,0,0
"PNLIPP1",2,3,3,11,3,1
"PNLIPRP1",10,15,27,26,1,12
"PNLIPRP2",0,0,0,0,0,0
"PNLIPRP3",0,0,0,0,0,0
"PNMA1",226,859,206,703,172,325
"PNMA2",15,33,23,33,2,11
"PNMA3",8,22,17,18,4,4
"PNMA5",4,3,6,0,2,1
"PNMA6A",0,6,9,4,0,3
"PNMA6B",0,0,0,0,0,0
"PNMA6E",1,0,1,0,1,0
"PNMA6F",0,0,0,0,1,0
"PNMA8A",3,8,9,8,3,29
"PNMA8B",0,10,2,8,0,23
"PNMA8C",3,6,0,4,5,5
"PNMT",214,1,127,16,184,7
"PNN",1662,2826,2277,2311,1074,1042
"PNN-AS1",0,0,1,0,2,1
"PNO1",805,224,405,234,533,185
"PNOC",37,11,55,43,7,2
"PNP",4703,4420,3305,10118,2888,1727
"PNPLA1",24,325,51,528,14,30
"PNPLA10P",0,0,1,0,0,0
"PNPLA2",2460,2121,3252,2592,2250,821
"PNPLA3",4,6,4,11,4,16
"PNPLA4",343,75,204,84,137,97
"PNPLA4P1",0,0,0,0,0,0
"PNPLA5",2,2,0,6,0,0
"PNPLA6",751,1370,1387,1665,581,953
"PNPLA7",47,148,88,147,40,107
"PNPLA8",2310,4627,1619,5069,1156,1474
"PNPO",251,279,310,255,189,409
"PNPP1",0,0,0,0,0,0
"PNPT1",370,440,377,469,212,344
"PNPT1P1",1,2,0,3,0,0
"PNPT1P2",0,0,0,0,0,0
"PNRC1",7438,31271,11766,18134,4023,8566
"PNRC1-DT",3,0,8,2,1,0
"PNRC2",4341,4017,2816,3370,2851,1840
"PNRC2P1",0,2,0,0,0,0
"POC1A",128,42,129,61,81,66
"POC1B",259,438,265,482,330,246
"POC1B-AS1",18,25,38,38,16,13
"POC1B-GALNT4",105,192,152,235,86,37
"POC5",171,92,180,59,115,86
"PODN",2,4,2,6,0,5
"PODNL1",2,3,11,9,2,7
"PODXL",45,194,38,820,4,683
"PODXL2",22,52,20,36,3,40
"POF1B",27,1,64,7,173,29
"POFUT1",421,289,445,387,151,536
"POFUT2",279,766,298,1189,88,405
"POGK",3247,897,1957,1047,1888,726
"POGLUT1",159,302,251,306,89,234
"POGLUT2",12,31,16,36,8,79
"POGLUT2P1",0,3,1,1,0,1
"POGLUT3",7656,342,3233,513,5096,788
"POGZ",1521,1744,1452,2317,744,926
"POLA1",196,256,210,255,100,253
"POLA2",304,220,315,236,122,164
"POLB",591,548,378,457,336,152
"POLD1",299,388,472,475,207,474
"POLD2",889,328,506,475,667,301
"POLD2P1",40,0,6,0,9,0
"POLD3",526,265,486,368,287,280
"POLD4",1198,684,865,632,807,484
"POLDIP2",2100,563,1434,670,1272,682
"POLDIP3",2939,1300,2347,1855,1718,826
"POLE",226,539,742,823,141,324
"POLE2",13,30,19,38,6,29
"POLE3",1952,955,1388,858,1150,623
"POLE4",442,158,484,243,206,178
"POLE4P1",0,0,0,0,0,0
"POLG",1217,2097,1278,2202,475,763
"POLG-DT",13,3,6,1,4,0
"POLG2",105,212,166,212,47,92
"POLGARF",0,0,0,0,0,0
"POLH",199,490,338,434,123,196
"POLH-AS1",1,6,0,0,0,0
"POLHP1",0,0,0,0,0,0
"POLI",752,156,524,255,642,223
"POLK",463,476,569,676,316,372
"POLL",330,269,341,281,335,177
"POLM",362,258,365,417,193,159
"POLN",22,41,32,42,16,10
"POLQ",18,68,96,147,32,102
"POLR1A",366,447,299,668,154,482
"POLR1B",173,222,177,194,108,132
"POLR1C",269,158,179,262,172,89
"POLR1D",2177,1406,1522,1197,1510,735
"POLR1E",320,289,208,397,229,171
"POLR1F",440,1041,398,987,299,347
"POLR1G",104,49,62,58,54,68
"POLR1H",417,421,331,285,281,90
"POLR1HASP",50,58,64,82,34,33
"POLR2A",2189,7683,3152,6163,1892,3857
"POLR2B",2163,1563,1878,1893,1323,902
"POLR2C",2299,565,1356,700,1290,477
"POLR2CP1",0,0,0,0,0,0
"POLR2D",1115,480,873,589,650,290
"POLR2DP1",0,0,0,0,0,0
"POLR2DP2",0,0,0,0,0,0
"POLR2E",3384,1210,1888,1086,1378,554
"POLR2F",892,233,553,285,629,195
"POLR2G",1131,508,827,435,754,343
"POLR2H",980,265,552,286,626,269
"POLR2I",412,94,190,104,313,78
"POLR2J",1246,292,566,276,712,202
"POLR2J2",298,82,146,145,224,137
"POLR2J3",499.5,418,525,747.5,628.5,419.5
"POLR2J4",36,37,34,64,18,20
"POLR2K",841,517,682,382,632,319
"POLR2KP1",0,0,0,1,0,0
"POLR2KP2",0,0,0,0,0,0
"POLR2L",582,458,444,359,396,315
"POLR2LP1",0,0,0,0,0,0
"POLR2M",1914,641,835,562,1341,411
"POLR2MP1",41,0,13,0,6,0
"POLR3A",593,293,442,458,235,278
"POLR3B",815,83,654,122,580,140
"POLR3C",678,469,555,533,444,322
"POLR3D",1726,292,951,326,781,281
"POLR3DP1",2,4,3,2,1,1
"POLR3E",929,1209,549,1328,480,374
"POLR3F",320,124,236,118,207,112
"POLR3G",16,22,13,10,7,14
"POLR3GL",188,429,353,345,99,230
"POLR3GP1",0,3,0,0,0,0
"POLR3GP2",0,0,0,0,0,0
"POLR3H",605,157,317,188,236,134
"POLR3K",171,92,191,99,153,106
"POLR3KP1",0,0,0,0,0,0
"POLR3KP2",0,0,0,0,0,0
"POLRMT",514,552,470,553,296,273
"POLRMTP1",54,21,21,26,10,10
"POM121",1964,2269,943,1959,1004,1110
"POM121B",0,0,0,0,0,0
"POM121C",1114,1782,1679,3494,516,904
"POM121L10P",0,0,0,0,0,0
"POM121L12",0,0,0,0,0,0
"POM121L13P",0,0,0,0,0,0
"POM121L14P",0,0,0,0,0,0
"POM121L15P",0,3,4,9,1,0
"POM121L1P",0,0,0,0,0,0
"POM121L2",0,0,0,2,0,0
"POM121L3P",0,0,0,0,0,0
"POM121L4P",0,0,0,0,0,0
"POM121L6P",0,0,0,4,0,0
"POM121L7P",1,2,12,1,0,0
"POM121L8P",0,0,0,0,0,0
"POM121L9P",0,0,0,0,0,0
"POMC",16,68,35,58,13,99
"POMGNT1",781,323,446,416,252,378
"POMGNT2",18,136,45,159,25,82
"POMK",299,360,318,344,222,192
"POMP",2695,1147,1803,1077,1939,880
"POMPP1",0,0,0,0,0,0
"POMT1",148,461,249,731,84,280
"POMT2",204,143,180,170,169,200
"POMZP3",224,147,62,95,114,77
"PON1",0,0,0,0,0,0
"PON2",140,265,72,259,61,780
"PON3",2,1,1,3,2,0
"POP1",42,81,56,61,27,47
"POP4",1017,213,539,306,619,226
"POP5",143,137,155,124,102,113
"POP7",967,99,585,143,657,115
"POPDC2",57,37,27,22,87,11
"POPDC3",0,0,1,1,4,1
"POR",1291,1814,1467,2885,684,1308
"PORCN",52,166,88,217,30,113
"PORCN-DT",1,1,0,2,1,0
"POSTN",5227,98,2010,80,4634,189
"POT1",184,270,236,215,106,160
