"","SRR26204549","SRR26204550","SRR26204553","SRR26204554","SRR26204557","SRR26204558"
"ENSG00000171014",0,0,0,0,0,0
"ENSG00000171016",82.002,10.466,58.88,10.561,66.534,50.512
"ENSG00000171017",118.956,5.428,29.295,8.025,74.593,43
"ENSG00000171033",356,119,174,84,251,50
"ENSG00000171044",0,27,12,37,23,15
"ENSG00000171045",39,242.999,97,247.001,126.999,85.001
"ENSG00000171049",38.548,2477.81,1086.378,1717.42,934.675,546.205
"ENSG00000171051",263.133,7468.55,5294.781,4563.466,5110.345,2203.604
"ENSG00000171053",0,0,0,0,0,0
"ENSG00000171054",0,0,0,0,0,0
"ENSG00000171055",1420.999,306.881,1367.889,360.73,1517,281.001
"ENSG00000171056",3.024,17.538,8.488,21.334,17.378,30.628
"ENSG00000171060",0,0,0,0,0,0
"ENSG00000171067",389.999,166,354,245,362,233
"ENSG00000171084",0,0,0,0,0,0
"ENSG00000171094",0,0,2,7,3,2
"ENSG00000171097",23.823,4.253,32.616,41.499,9.784,41.687
"ENSG00000171100",1063.98,192.691,898.304,234.518,1239.804,120.299
"ENSG00000171101",1,0,0,0,0,0
"ENSG00000171102",0,0,0,0,0,0
"ENSG00000171103",73,59,96.001,49,109.001,48
"ENSG00000171105",1045.859,325.263,512.182,424.986,949.259,456
"ENSG00000171109",279.049,333.441,509.979,448.797,568.807,272.737
"ENSG00000171115",29,181,1262,190,589,63
"ENSG00000171116",2,2,7,0,2,2
"ENSG00000171119",0,2,0,2,0,2
"ENSG00000171121",10.86,13.818,16.216,18.126,15.732,10.856
"ENSG00000171124",0,1.005,0,2.953,8.013,4.527
"ENSG00000171126",0,17,0,10,2,0
"ENSG00000171130",25.287,156,82,206.612,73,111
"ENSG00000171132",1364.001,233,615,292,1099.001,239.999
"ENSG00000171133",0,0,0,0,0,0
"ENSG00000171135",400,136,235,145,348,193
"ENSG00000171136",3,2,10,0,8,0
"ENSG00000171148",779.119,376.854,1001.545,552.72,1128.073,380.04
"ENSG00000171150",440.98,154.322,359.57,210.233,606.625,147
"ENSG00000171155",19,88,138,113,145,162
"ENSG00000171159",279,278,332,321,251,170
"ENSG00000171160",26.864,9.154,16.475,17.685,12.29,15.519
"ENSG00000171161",881.001,427,655.999,611,840,411
"ENSG00000171163",98,173.002,188.001,222.001,187,117.001
"ENSG00000171169",350.072,95.557,221.944,97.805,264.146,88.907
"ENSG00000171174",29,266,43,1138,182,295
"ENSG00000171180",2.085,11.388,4.135,2.914,0,3.219
"ENSG00000171189",0,0,0,0,0,0
"ENSG00000171195",0,0,0,0,0,0
"ENSG00000171199",0,0,0,0,0,3
"ENSG00000171201",0,0,0,0,0,0
"ENSG00000171202",427,95,243,93.999,220,47
"ENSG00000171204",368,152.999,360,114.869,357,77.001
"ENSG00000171206",498.026,1120.519,1918.302,1242.286,1748.635,652.894
"ENSG00000171208",25.056,133.013,210.884,269.718,211.747,122.725
"ENSG00000171209",0,0,1,0,1,0
"ENSG00000171217",0,0,0,0,0,0
"ENSG00000171219",769.684,116.795,400.373,80.889,606.607,266.808
"ENSG00000171222",652,334,611,291.001,698,162.999
"ENSG00000171223",3485,20270.97,22787.984,21378.973,32780.971,8426.961
"ENSG00000171224",5,9,2,3,3,17
"ENSG00000171227",9,76,41,106,27,50
"ENSG00000171234",3,0,0,2,0,14
"ENSG00000171236",38.058,1462.587,728.292,786.047,1529.454,560.233
"ENSG00000171241",38.198,57.052,45.541,118.601,33.38,130.748
"ENSG00000171243",0,0,0,0,3,0
"ENSG00000171246",2,53,1,45,1,11
"ENSG00000171262",1379.037,206.439,1026.81,263.854,1152.402,151.339
"ENSG00000171291",86.694,52.798,97.307,61.112,86.225,85.704
"ENSG00000171295",151.351,108.851,134.196,112.543,148.221,184.5
"ENSG00000171298",857,1709.999,2183,3232,2966.999,2743.999
"ENSG00000171302",1385.999,642,958.998,869,1229,666
"ENSG00000171303",20.242,9.649,3.694,11.331,29.746,17.056
"ENSG00000171307",2173.002,103,745,174,1048.999,270
"ENSG00000171310",150.073,1447.67,923.998,2510,980.001,907.033
"ENSG00000171311",465.043,142.588,400.909,171.993,403.544,118.741
"ENSG00000171314",4650.789,2230.333,4288.316,3107.869,4241.575,1960.575
"ENSG00000171316",251.085,1156.799,551.032,1236.974,517.818,404.701
"ENSG00000171320",6.544,23.702,6.101,40.178,5.628,29.411
"ENSG00000171345",10621.464,340.721,12165.913,492.894,6275.867,5682.517
"ENSG00000171346",15.125,26.674,11.595,41.927,17.986,102.695
"ENSG00000171357",405.042,16.507,132.451,22.387,219.521,14.032
"ENSG00000171360",3,1,2,0,0,0
"ENSG00000171365",45.5,139.842,231.963,319.215,200.492,140.68
"ENSG00000171368",0,113.999,43,158,32,245
"ENSG00000171385",1.002,11.168,1.225,3.509,3.455,4.968
"ENSG00000171388",19,61,20,75,68,563
"ENSG00000171396",0,0,0,0,0,0
"ENSG00000171401",0,15,1,1,5,0
"ENSG00000171402",1830.824,57,1041,114,1054.976,468.995
"ENSG00000171403",1,0,4,0,1,2
"ENSG00000171405",1.001,0,1,1,1.14,1.961
"ENSG00000171408",44.612,27.864,29.602,10.199,112.617,29.069
"ENSG00000171421",518,52,262.52,67,382.692,67
"ENSG00000171425",297.98,205.079,279.28,212.725,301.414,126.071
"ENSG00000171428",10,28,47,29,37.002,19
"ENSG00000171431",1,0,1,0,1,0
"ENSG00000171433",0,0,0,0,0,0
"ENSG00000171435",0,5.009,6.543,2.264,1.02,7.002
"ENSG00000171443",298,119.999,273,136,355,81
"ENSG00000171444",0,90.541,22.089,51.79,9.252,51.078
"ENSG00000171446",18,0,19.972,0,33,0
"ENSG00000171448",71,116,158,99,159,36
"ENSG00000171450",0,0,0,3,0,0
"ENSG00000171451",30.656,36.214,109.613,33.225,71.879,147.781
"ENSG00000171453",163.056,137.461,172.822,137.264,153.127,76.312
"ENSG00000171456",217.998,1617.696,667.002,2050.001,670.001,843.003
"ENSG00000171459",0,0,0,0,0,0
"ENSG00000171462",0,1,1,1,0,13
"ENSG00000171466",235.528,360.827,407.76,489.172,376.166,204.427
"ENSG00000171467",171.704,529.624,614.854,904.069,1005.267,341
"ENSG00000171469",368.709,156.667,328.191,205.831,350.689,119.557
"ENSG00000171475",2828.086,1145.457,1666.597,1212.485,2322.015,763.202
"ENSG00000171476",25585.999,853.693,21185.131,621.175,25118.573,473.484
"ENSG00000171478",0,0,0,0,0,0
"ENSG00000171481",0,0,0,0,0,0
"ENSG00000171483",0,0,0,0,0,0
"ENSG00000171487",0,0,0,0,0,0
"ENSG00000171488",31,1140,587,1613.001,411,429.198
"ENSG00000171489",0,0,0,0,0,0
"ENSG00000171490",4769.48,1504.445,3161.65,1769.095,4567.028,1038.172
"ENSG00000171492",33,303,584,379,361.001,284.04
"ENSG00000171495",0,0,0,0,0,0
"ENSG00000171496",0,0,0,0,2,0
"ENSG00000171497",952.013,385.596,663.491,382.929,776.869,222.857
"ENSG00000171501",0,0,0,0,0,0
"ENSG00000171502",0,18,9.001,29.488,19,5
"ENSG00000171503",1292.431,333.408,867.702,446.971,1116.058,205.544
"ENSG00000171505",0,0,0,0,0,0
"ENSG00000171509",3,11,8,7,39,99
"ENSG00000171517",0,19.824,6.068,48.14,6.305,33.133
"ENSG00000171522",62,3262.996,1033.976,3440,1533.947,831.998
"ENSG00000171530",3038.038,393.566,1333.433,491.198,2143.76,416
"ENSG00000171532",472.691,409.228,467.799,316.948,583.785,306.869
"ENSG00000171533",1,0,1,0,1,1
"ENSG00000171540",2,0,0,0,1,0
"ENSG00000171551",0,3,0,7,1,0
"ENSG00000171552",1907,882.999,1955,1258,2412.999,567.998
"ENSG00000171557",0,2,0,0,0,0
"ENSG00000171560",1,0,0,0,3,12
"ENSG00000171561",3.028,9.166,5.017,13.09,2.224,6.065
"ENSG00000171564",0,0,4.351,0,1.283,2.314
"ENSG00000171566",401,244.001,510.001,363,664,319
"ENSG00000171570",148.411,0,0,13.392,42.908,0
"ENSG00000171574",19.413,21.167,32.094,40.723,31.086,12.907
"ENSG00000171587",0,0,0,1,4,5
"ENSG00000171595",0,1,0,3,0,0
"ENSG00000171596",9.442,70.476,12.292,64.171,15.047,35.285
"ENSG00000171603",252,1166.169,1121,1628,958,1072.003
"ENSG00000171604",2372,620,1745.999,791.001,2144,269.004
"ENSG00000171606",514.827,322.787,524.821,496.931,593.319,190.901
"ENSG00000171608",92.232,2610.395,1880.472,2545.393,1810.909,654.163
"ENSG00000171611",0,10,5,39,8,10
"ENSG00000171612",74.873,298.801,79.252,311.249,97.657,110.558
"ENSG00000171617",37,1392.008,351.007,918,263.012,534
"ENSG00000171621",26,292,36,684,50,181.001
"ENSG00000171631",1476.491,146.463,542.106,143.993,865.241,184.002
"ENSG00000171634",485.604,1456.673,1359.569,2047.818,1443.892,889.262
"ENSG00000171643",1,8,69,17,56.001,11
"ENSG00000171649",129.031,71.468,42,70,51,26.357
"ENSG00000171657",17.261,84.132,51.343,56.197,19.617,5.819
"ENSG00000171658",0,0,0,0,0,0
"ENSG00000171659",8,272,176,234,97,48
"ENSG00000171671",2.804,29.449,20.044,21.842,13.602,12.944
"ENSG00000171680",63,274,44,53.001,72,203
"ENSG00000171681",1826.952,1254.223,1892.721,1531.327,2361.615,766.37
"ENSG00000171695",0,1,0,0,4,0
"ENSG00000171700",58,631,1399.999,669,1200,220
"ENSG00000171703",221,95.999,136,99.001,237,75
"ENSG00000171711",0.5,0,0,0,0,0
"ENSG00000171714",6,27,45,25,14.968,18
"ENSG00000171720",784,451.998,745,610,884,353.999
"ENSG00000171722",0,0,0,0,0,0
"ENSG00000171723",106.004,85,97.002,102.143,159.001,70.993
"ENSG00000171724",13,1,7,2,15,3
"ENSG00000171729",24,124,212,326,174,84
"ENSG00000171735",398.999,118.001,257,155.585,310.999,168
"ENSG00000171747",6.576,9.382,5,3.27,5,4.158
"ENSG00000171757",0.968,7.549,14.848,12.212,5.661,9.203
"ENSG00000171759",0,0,0,0,0,0
"ENSG00000171763",65,145,102,173,174,70
"ENSG00000171766",0.998,103.428,117.005,255.221,64.125,21.245
"ENSG00000171772",0,0,0,1,6,3
"ENSG00000171773",0,0,0,2.099,0,0
"ENSG00000171777",26.409,733.644,1067.314,620.301,845.174,227.68
"ENSG00000171786",2,8,5,12,6,1
"ENSG00000171790",0,1,1,0,0,0
"ENSG00000171791",3458.001,934.999,2253,1351,4165.001,568
"ENSG00000171792",344.15,101.7,305.427,161.59,390.671,138.744
"ENSG00000171793",176.053,411.641,200.818,510.081,216.122,264.014
"ENSG00000171794",0,2,12,11,8,3
"ENSG00000171798",1,29.527,39.482,37.466,19.137,15.753
"ENSG00000171804",0,0,0,0,0,0
"ENSG00000171806",103,30,75,26,60,13
"ENSG00000171811",0,2,0,3,1,9
"ENSG00000171812",14,79,346,409,223,46
"ENSG00000171813",1005,306,529,440,769,248
"ENSG00000171815",5.564,17.879,3.362,16.775,6.224,5.701
"ENSG00000171817",8.983,29.72,18.001,18.672,15,8
"ENSG00000171819",0,0,0,0,0,0
"ENSG00000171823",80,225,173,169,196,65
"ENSG00000171824",720.536,474.177,697.694,668.277,1063.369,447.959
"ENSG00000171827",105.062,142.998,92.5,89.544,110.316,41.394
"ENSG00000171840",6,46,120,77,60.001,31
"ENSG00000171843",13.999,336.001,37.999,354,95.981,140.001
"ENSG00000171847",0,0,4,1,2,1
"ENSG00000171848",24.581,254.996,113.673,414.922,70.275,319.223
"ENSG00000171853",328.001,303.381,507.054,406.799,558.401,237.102
"ENSG00000171855",2,67,0,33,15,0
"ENSG00000171858",2866,1807.939,2543.866,1949.001,3115,1104
"ENSG00000171860",37,992,2470,4099,1152,843
"ENSG00000171861",185.002,93,149.488,82,182,59
"ENSG00000171862",11059.829,2990.467,6809.555,1893.007,10792.966,904.418
"ENSG00000171863",9799.494,4998.923,7751.821,5168.212,9166.006,3138.711
"ENSG00000171864",1.483,8.194,1.786,9.618,3.561,0
"ENSG00000171865",1208.985,283.031,596.729,308.39,773.449,206.397
"ENSG00000171867",262,2716,1129,4324,1144,1679
"ENSG00000171872",0,4.754,5.167,1.974,0,3.101
"ENSG00000171873",1,0,0,0,0,12
"ENSG00000171877",1,0,0,1,0,0
"ENSG00000171885",0,0,0,0,0,0
"ENSG00000171889",6,27.45,19.27,13.386,11.174,24.33
"ENSG00000171903",0,0,7.47,8.095,5.008,24
"ENSG00000171914",89,40,121,138.001,132.999,65
"ENSG00000171916",1.05,45.485,10.264,30.519,1.067,16.062
"ENSG00000171928",1030.778,201.03,516.234,264.125,591.611,359.977
"ENSG00000171931",0,2.222,3,3.109,1.007,2
"ENSG00000171936",0,0,0,0,0,0
"ENSG00000171940",855.001,1434,1560.999,2147.001,1491,762
"ENSG00000171942",0,0,0,0,0,0
"ENSG00000171943",437.217,302.469,694.523,342.375,670.272,271.916
"ENSG00000171944",0,0,0,0,0,0
"ENSG00000171951",1,0,1,0,0,3
"ENSG00000171953",447.999,112.134,346.444,161.21,392.404,98.911
"ENSG00000171954",0,7,14,1,7,1
"ENSG00000171956",5,10,4,6,19,10
"ENSG00000171960",257.419,204.385,231.426,215.321,245.787,140.575
"ENSG00000171962",0,2.023,2.315,6.004,3.006,4.002
"ENSG00000171970",246.423,18,69.874,11.819,103.498,25
"ENSG00000171984",16,41.012,45.999,44,36,13.999
"ENSG00000171987",0,0,0,0,0,0
"ENSG00000171988",436.001,4279.001,1703,5953,1767.001,1728
"ENSG00000171989",0,3,1,2,0,1
"ENSG00000171992",8673.326,285.967,2474.748,193.246,5445.096,655.826
"ENSG00000171999",0,0,0,0,0,0
"ENSG00000172000",19.377,121.306,58.343,82.497,61.952,62.274
"ENSG00000172005",224,165,217.001,172,148,69
"ENSG00000172006",2719.345,127.094,478.371,86.341,877.082,38.293
"ENSG00000172007",253.84,126.258,280.545,138.103,311.348,82.16
"ENSG00000172009",793.049,156.011,292.044,250,347,216.216
"ENSG00000172014",13.214,0,11.277,0,16.754,5.058
"ENSG00000172016",0,0,0,0,0,0
"ENSG00000172020",3,1,3,0,3,0
"ENSG00000172023",0,0,0,0,0,0
"ENSG00000172031",0,1,0,1,2.033,13
"ENSG00000172037",139,145,166,232,196,791
"ENSG00000172046",658.001,432,1020,582,1081,322
"ENSG00000172053",1386.998,1129.001,1341,1612,1743.998,1275
"ENSG00000172057",3338,635,1080,539,1881,393.999
"ENSG00000172058",18.275,4.016,0,0,8.979,35.261
"ENSG00000172059",150,748,589,784.001,639,329
"ENSG00000172061",0,2,0,11,4,29
"ENSG00000172062",690.588,242.623,535.903,168.298,854.938,226.672
"ENSG00000172071",211.632,1957.488,547.31,2954.697,476.507,936.835
"ENSG00000172073",0,0,2,0,0,1
"ENSG00000172081",1895.226,4931.038,2898.035,3371.72,2712.336,1760.442
"ENSG00000172086",1209,127,874,119,911,103
"ENSG00000172113",1442.177,258.26,602.707,241.334,921.307,213.304
"ENSG00000172115",1192.696,1436.765,1506.918,1821.58,1731.122,779.965
"ENSG00000172116",0,278.588,0,247.447,37.011,112.001
"ENSG00000172123",13,89.739,191.568,107.451,91.696,64.99
"ENSG00000172137",0,4,1,0,3,3
"ENSG00000172139",5,0,0,0,2,3
"ENSG00000172146",56.694,28.119,85.575,35.968,47.664,4.775
"ENSG00000172148",0,0,0,0,0,0
"ENSG00000172150",0,0,0,0,0,0
"ENSG00000172154",0,0,0,0,0,0
"ENSG00000172155",0,0,0,0,0,0
"ENSG00000172156",0,0,0,0,0,0
"ENSG00000172159",6,16,47.009,29,113.615,20
"ENSG00000172164",323,479.138,518.301,707.999,470.001,253
"ENSG00000172167",17.705,20.287,28.386,38.701,27,6
"ENSG00000172171",82.804,46.324,175.378,33.516,109.412,43.104
"ENSG00000172172",640,76.001,430.999,126,381,148.001
"ENSG00000172175",561.876,1164.089,887.586,1945.84,1055.255,639.038
"ENSG00000172179",0,14,2,6,2,3
"ENSG00000172183",155,1463.292,469.54,1829.471,653.077,400.198
"ENSG00000172186",3.85,0,1.628,0,3.335,0
"ENSG00000172188",0,0,0,0,0,0
"ENSG00000172197",17.229,284.631,434.003,325.87,210.89,120.692
"ENSG00000172199",0,0,0,0,0,0
"ENSG00000172201",178,7,128,38,114,82
"ENSG00000172208",0,0,0,0,0,0
"ENSG00000172209",0,0,0,0,0,0
"ENSG00000172215",2,170,3,359.999,7,386
"ENSG00000172216",20873.178,10946.706,20490.887,14457.176,18822.412,7131.754
"ENSG00000172232",7.245,246.701,69.216,481.758,252.617,207.65
"ENSG00000172236",5.74,238.009,10.119,5.053,91.699,344.44
"ENSG00000172238",0,0,0,0,0,0
"ENSG00000172239",2859,377.999,1532.999,469.972,2012.195,417
"ENSG00000172243",92.433,1351.413,2755.266,1625.942,1529.441,551.01
"ENSG00000172244",0,6,9,3,9,10
"ENSG00000172247",0,20,6,25,6,1
"ENSG00000172250",78.519,10.601,32.536,4.258,36.442,3.278
"ENSG00000172260",9.196,32.795,32.779,30.272,41.918,59.873
"ENSG00000172262",514.398,563.893,592.8,571.442,749.176,296.473
"ENSG00000172264",39,20.155,35.95,44.155,48.356,16.22
"ENSG00000172269",154,171.089,286.242,403.814,297,242
"ENSG00000172270",3852,2654.002,2790.001,3179.001,4083.001,2861
"ENSG00000172273",251.77,211.089,223.333,213.757,294.969,105.59
"ENSG00000172288",0,0,0,0,0,0
"ENSG00000172289",0,0,0,0,0,0
"ENSG00000172292",70,897,698,1154,508,309
"ENSG00000172294",0,0,0,0.536,0,0
"ENSG00000172296",7518.381,228.174,5974.604,189.436,5721.675,347.207
"ENSG00000172297",0,0,0,0,0,0
"ENSG00000172301",600.999,55,302,96,285,153
"ENSG00000172315",460.955,109,350.925,136,345.009,91.444
"ENSG00000172318",0,4.469,4.657,3.856,1.017,3.131
"ENSG00000172320",3.02,5.037,6.723,5.013,3.108,0
"ENSG00000172322",88,960,1086.001,840.001,875.999,274.001
"ENSG00000172324",0,8.922,4.277,4.213,5.148,4.651
"ENSG00000172331",29918,1288,14088.001,782,18592.999,600.999
"ENSG00000172336",749,55,397,91,551,105
"ENSG00000172339",97.521,64.73,104.635,59.97,104.878,54.667
"ENSG00000172340",260,457,452,545,428,274
"ENSG00000172342",0,0,0,0.536,0,0
"ENSG00000172345",207,99,94.001,163.65,118,64
"ENSG00000172346",0,0,1,0,0,0
"ENSG00000172348",0,3,1,20,3,15
"ENSG00000172349",72,1650.001,1328.001,1811.351,1306,377
"ENSG00000172350",1,0,1,0,0,6
"ENSG00000172352",0,0,0,0,0,0
"ENSG00000172354",5682.377,3208.67,5915.571,2930.982,5814.518,1741.499
"ENSG00000172361",12,3,6,5,10,0
"ENSG00000172362",0,1,0,0,0,0
"ENSG00000172365",0,0,0,0,0,0
"ENSG00000172366",1194.941,206.048,480.284,296.003,598.646,185.91
"ENSG00000172367",0,1,2,1,2,0
"ENSG00000172375",32.009,350.409,480.754,442.072,467.042,131.528
"ENSG00000172377",0,0,0,0,0,0
"ENSG00000172379",154.725,23.432,48,27.125,50.757,85.154
"ENSG00000172380",9954,300,5556,243,10487,1082
"ENSG00000172382",14.219,22.93,10.685,22.355,9.675,3
"ENSG00000172399",0,0,0,0,0,1
"ENSG00000172403",6,36.908,13.645,112.561,26.068,40.67
"ENSG00000172404",0,5.146,4.177,4.069,2.003,3.691
"ENSG00000172409",311,136,198,97,301,71.001
"ENSG00000172410",0,0,0,0,0,0
"ENSG00000172421",10.463,12.121,2.965,13.208,8.561,5.328
"ENSG00000172425",0,0,0,0,0,0
"ENSG00000172426",1,1,2,0,4,1
"ENSG00000172428",414.999,115,301,161,315,85
"ENSG00000172432",306.001,651.975,774.426,868.863,752.386,513.175
"ENSG00000172456",11.704,53.777,40.39,54.068,36.265,32.999
"ENSG00000172457",0,0,0,0,0,0
"ENSG00000172458",0,1,0,2,1,35
"ENSG00000172459",0,0,0,0,0,0
"ENSG00000172460",0,2,3.411,0,0,0
"ENSG00000172461",0,4.019,0,5.743,5.014,3.988
"ENSG00000172464",0,0,0,0,0,0
"ENSG00000172465",51,54.82,68,47,111,88
"ENSG00000172466",2268,884,2018,852,2265,481
"ENSG00000172468",0,0,0,0,0,0
"ENSG00000172469",16,75,105,91.009,89,79
"ENSG00000172476",2,0,1.978,1,3,4
"ENSG00000172478",0,2,0,0,3,4
"ENSG00000172482",0,11.654,3.664,1.611,2.202,24.692
"ENSG00000172487",0,0,0,0,0,0
"ENSG00000172489",0,0,0,0,0,0
"ENSG00000172493",25207.999,1523.188,10673.999,1826.999,19997.001,1558.999
"ENSG00000172497",0,0,0,6,0,0
"ENSG00000172500",544,211.934,461,336.935,546.999,349.052
"ENSG00000172508",2,59,33,96.999,40,18
"ENSG00000172519",0,22.529,12.56,41.583,13.472,14.222
"ENSG00000172530",821.124,368.319,505.954,576.707,595.444,193.482
"ENSG00000172531",2451,1070.535,2429.07,1463.426,2689.942,1173.222
"ENSG00000172534",366,1459,1040,2170.99,1205.001,1132.999
"ENSG00000172538",0,0,0,0,0,0
"ENSG00000172543",31,1614.53,66.005,1157.466,97,538.167
"ENSG00000172548",3,340,4,941.445,14,128.994
"ENSG00000172551",1,1,2,0,5,2
"ENSG00000172554",0,7,0,2,2,0
"ENSG00000172568",0,0,0,0,0,0
"ENSG00000172572",1,15.208,11.251,18.501,27.417,96.983
"ENSG00000172575",2652.988,1105.308,922.292,1518.438,934.077,309.5
"ENSG00000172578",37.049,1276.334,646.609,1588.659,645.102,380.217
"ENSG00000172586",881,132,574,120,553,120
"ENSG00000172590",201.122,162.453,255.844,198.907,236.999,162.232
"ENSG00000172594",409,593,388,627.001,616,205
"ENSG00000172602",2.668,130.52,4.439,94.74,10.214,43.788
"ENSG00000172613",171.751,152.51,152.449,147.473,250.153,70.61
"ENSG00000172638",4,60.999,50.001,47,22,119.001
"ENSG00000172640",0,0,0,0,0,0
"ENSG00000172650",36.162,50.112,88.291,120.306,44.822,33.994
"ENSG00000172661",392.781,1051.284,1708.826,1516.362,1565.746,511.963
"ENSG00000172663",424.996,162.589,393.872,170.536,486.264,187.519
"ENSG00000172667",78.63,399.72,214.485,278.826,291.362,206.796
"ENSG00000172671",79.999,191.034,149.133,135.325,64.978,18.001
"ENSG00000172673",8.702,243,12.46,159.996,15,54.92
"ENSG00000172680",0,0,0,0,0,0
"ENSG00000172687",94.622,131.431,117.558,106.559,107.161,50.798
"ENSG00000172689",3.216,2.973,6.89,0,2.548,0
"ENSG00000172716",34.293,957.125,1433.185,1933.584,577.07,573.799
"ENSG00000172717",0,0,1,0,0,0
"ENSG00000172724",0,4,1,3,1,0
"ENSG00000172725",882.108,596.056,1325.563,1141.481,1574.264,622.474
"ENSG00000172728",117.001,28,78.334,33.001,116.031,59
"ENSG00000172731",0,26,27,37,15,21
"ENSG00000172732",713.999,228.001,454,365.001,597.999,171
"ENSG00000172733",0,0,0,0,0,0
"ENSG00000172738",0,22.003,1,78,5,35.639
"ENSG00000172742",1.277,62.984,23.101,26.592,24.901,16.266
"ENSG00000172746",1.001,0,0,0,1.003,0
"ENSG00000172748",110.251,9.293,30.973,22.102,88.775,4.734
"ENSG00000172752",0,0,0,0,3,4
"ENSG00000172757",9251,6034,11150.888,8813,10526.995,4873.992
"ENSG00000172765",933,257.999,684.999,279,899.999,300
"ENSG00000172766",96.315,343.002,248.209,231.187,236.766,118.551
"ENSG00000172769",0,0,0,0,0,0
"ENSG00000172771",4.073,24.546,23.212,24.9,14.94,19.158
"ENSG00000172772",0,0,0,0,0,0
"ENSG00000172775",1722.738,459.23,1295.788,570.638,1482.602,470.123
"ENSG00000172780",27.793,351.468,188.243,182.804,255.365,90.755
"ENSG00000172782",0,6.94,10.223,5.507,3.037,11.535
"ENSG00000172785",1068.294,272.327,1061.302,505.854,1201.602,274.266
"ENSG00000172789",0,0,0,0,0,0
"ENSG00000172794",31,345.963,246.467,298.117,265.194,137.049
"ENSG00000172795",4756.876,1354.004,3078.948,1205,3980.848,579.268
"ENSG00000172799",15.043,0,4.948,2.492,13.664,1.896
"ENSG00000172803",2,12,6,5,3,5
"ENSG00000172809",4002.387,2377.574,3216.23,2598.396,4366.121,1572.001
"ENSG00000172817",0,6.288,6.35,13.778,15.196,0
"ENSG00000172818",1386,44,505,67,531,158
"ENSG00000172819",145,124,169,197,125.971,145.001
"ENSG00000172824",19,94.718,70.017,87.465,63.541,25.872
"ENSG00000172828",120.057,15.53,40.744,17.115,75.666,12.011
"ENSG00000172830",1158,126.001,677.999,151,973.999,265.001
"ENSG00000172831",474.671,248.954,405.404,365.37,536.184,179.543
"ENSG00000172840",135.339,101.98,78.877,111.519,125.124,58.615
"ENSG00000172845",2959.533,2016.712,3325.991,2403.85,3654.759,1270.58
"ENSG00000172867",0,12,0,8,0,0
"ENSG00000172869",141.999,507.001,575.001,830.999,725.999,345.001
"ENSG00000172878",5,57.999,15,73,12.999,19
"ENSG00000172888",431.612,291.168,500.943,356.974,499.145,163.013
"ENSG00000172889",46,177,15,128,73,353
"ENSG00000172890",269.292,883.123,876.394,1164.4,873.108,576.536
"ENSG00000172893",52.999,536.395,78,647.753,112,165.634
"ENSG00000172900",0,15.296,5.986,13.444,9.23,7.32
"ENSG00000172901",296,10,648.999,277.999,455.001,5551.001
