"","WT_1.gProcessedSignal","WT_2.gProcessedSignal","RNA5_TLR4_1.gProcessedSignal","RNA5_TLR4_2.gProcessedSignal"
"LEPR",14.4386785160221,14.451462883866,15.1770861971804,15.204128994107
"AGRN",14.734391250477,14.479622233479,15.0392908355357,15.0039749669356
"CDKN2A",14.7861962971403,14.5878064384332,14.8888603245379,14.9643376323151
"NDUFA4",15.1613056995914,15.0434334953397,14.5110442742433,14.481415831637
"UBE2S",14.9429057521524,14.9551407883234,14.5960267453522,14.6753780060035
"PABPC3",14.7885630716564,14.6984296969377,14.7721326204016,14.9053715232375
"MRPS16",14.3818451472965,14.6268561629572,15.0315465778075,15.1229369930254
"DNM1",14.9363989602013,14.6335883796327,14.7222319801245,14.8360985284488
"AHNAK",14.5353455452312,14.5615546034709,14.9765401124019,15.0510113046671
"PSMD4",14.9205455899138,15.0711528506754,14.5269207831096,14.5927922464134
"SNHG7",14.6177274527258,14.5799288113164,14.9522653162193,14.9522653162193
"PGAM1",14.9106313567616,14.8822358120993,14.6668394164933,14.6268561629572
"UQCR11",14.7900919277833,14.6150875893044,14.8192841858538,14.8463990042932
"MXRA7",14.849753920835,14.8368255882073,14.6815144347142,14.6400765138001
"TPSG1",14.9906620342233,14.692008246629,14.5905237895,14.692008246629
"GPI",14.6708110064568,14.8636445206207,14.7293335243359,14.6902944064633
"MRPL51",14.8037604604311,14.9465090476468,14.6054705296819,14.5799288113164
"MTCH1",15.0185112084978,15.0864345427248,14.4404661502237,14.3484184576205
"ANKRD42",14.5325684682077,14.6539191079598,14.8215829494042,14.8521076820196
"SNRPD2",14.84124027976,14.7499632193276,14.6435517529567,14.6000575339484
"PTDSS1",14.6753780060035,14.9281581336597,14.6282934484967,14.5973773707512
"MYL12A",14.5960267453522,14.7308453491869,14.7611884797855,14.7293335243359
"ARPC2",14.5230741132768,14.7900919277833,14.6885170948862,14.7459801900426
"ADAM15",14.6451047160374,14.8451831143415,14.5607458839145,14.6708110064568
"SNRPD1",14.6539191079598,14.8521076820196,14.5861364783399,14.6282934484967
"FTHL17",14.6902944064633,14.6223506547381,14.694680286051,14.6984296969377
"lnc-BID-2",14.5439728056911,14.506873309555,14.8349092621834,14.8169739741719
"PA2G4",14.6320595760362,14.8360985284488,14.5799288113164,14.6320595760362
"S100A16",14.7814333440562,14.9363989602013,14.4700205979264,14.4764766288774
"GOT2",14.6846216200652,14.7714973618495,14.6024068706984,14.5615546034709
"lnc-VWF-2",14.8521076820196,14.5960267453522,14.5973773707512,14.5672028262262
"LAPTM4A",14.5690237341103,14.6753780060035,14.734391250477,14.6335883796327
"S100A10",14.7714973618495,14.7769379517665,14.6177274527258,14.4404661502237
"TRMT112",14.6984296969377,14.7861962971403,14.5657229353032,14.5439728056911
"NOP53",14.4964300008351,14.2251405472855,14.9146097224751,14.9363989602013
"PSAT1",14.8954803562458,14.8449182758046,14.3818451472965,14.4308407998091
"L2HGDH",13.9131985701338,14.1948882649039,15.1971938778652,15.2475610886888
"DIABLO",14.7162947946264,14.5126980156273,14.6335883796327,14.6885170948862
"NDUFAF8",14.6211383120501,14.6400765138001,14.6250589846344,14.6539191079598
"CD63",14.5741704023431,14.7974246796864,14.5741704023431,14.5420410234841
"DUX4",14.6668394164933,14.5439728056911,14.651670054952,14.6024068706984
"H2AFV",14.7042805348232,14.7935822227352,14.5008230957718,14.4591750444789
"RPSAP52",14.4321095559053,14.3596529568383,14.813182100684,14.849753920835
"PSMC1",14.8169739741719,14.7872121771243,14.4617010355273,14.378567127307
"GNAS",14.5657229353032,14.412436744496,14.7459801900426,14.705295827086
"MYDGF",14.6282934484967,14.74199088059,14.5293640519282,14.4964300008351
"PSMA1",14.6885170948862,14.8738974372652,14.4591750444789,14.3667962160007
"RNASEK",14.7872121771243,14.7459801900426,14.4341830419317,14.4188015085384
"PFDN2",14.4462715213589,14.8330522803476,14.5487485189583,14.5520584643308
"SNHG8",14.3946431817156,14.4211995133254,14.7644810435497,14.7974246796864
"DRAP1",14.6115246692166,14.705295827086,14.5186068811872,14.5325684682077
"BCAP31",14.9053715232375,14.9999533640572,14.2094036875273,14.2494534823821
"NDUFS5",14.6024068706984,14.6115246692166,14.5703515762184,14.5741704023431
"SNRPC",14.6381057174783,14.6505867198433,14.5420410234841,14.5186068811872
"ASB3",13.7400357322082,14.1538561070671,15.1848097301227,15.2530720490006
"P3H2",14.1405702143398,13.7313704368521,15.3501707719417,15.1040624755415
"GRN",14.5269207831096,14.5861364783399,14.6000575339484,14.5905237895
"HIST1H4B",14.5672028262262,14.4404661502237,14.6223506547381,14.6633604298477
"SRSF3",14.8822358120993,14.6087587800536,14.4764766288774,14.3228091580638
"PRPF19",14.619464086088,14.7162947946264,14.4263154808387,14.4986701444255
"SCAMP3",14.724929513894,14.734391250477,14.400147089949,14.400147089949
"DAP3",14.5554627819343,14.7028016149203,14.5256801504673,14.4700205979264
"LAMP1",14.5607458839145,14.4925773072779,14.5554627819343,14.5784820753486
"MDH1",14.6608417733297,14.5639376580658,14.5371080543637,14.3913884155085
"ANXA1",14.5905237895,14.6177274527258,14.506873309555,14.4321095559053
"PSMA6",14.6301702410121,14.5690237341103,14.4858994656757,14.4462715213589
"LOC112694756",14.7028016149203,14.5230741132768,14.4503658124606,14.4546809550847
"BAG6",14.4089460515945,14.651670054952,14.502591028046,14.502591028046
"MET",14.451462883866,14.7885630716564,14.4100455401448,14.4100455401448
"EIF4A1",14.6054705296819,14.6451047160374,14.4279933150206,14.3802672925837
"SFTA1P",14.6435517529567,14.5520584643308,14.4925773072779,14.343447506179
"SEPT9",14.8074947197722,14.4802227640478,14.3734938085812,14.3596529568383
"U2AF2",14.5703515762184,14.5186068811872,14.4308407998091,14.4722903135386
"RGS10",14.5149579350965,14.7222319801245,14.3519511951786,14.3885498946697
"HNRNPA1L2",14.3722922741741,14.3317056701965,14.6400765138001,14.6211383120501
"NKX2-5",14.705295827086,14.3298841247693,14.4832468090124,14.4386785160221
"ENY2",14.5395353018622,14.5487485189583,14.5047229576121,14.3587811272183
"ILDR1",14.0441103006588,14.1718314406257,14.8368255882073,14.8822358120993
"BEX3",14.4925773072779,14.3734938085812,14.5520584643308,14.5008230957718
"TMBIM6",14.5487485189583,14.6054705296819,14.3397337960467,14.4229560372243
"PTTG1",14.5878064384332,14.6608417733297,14.3331539011556,14.3189382435237
"CBS",14.74199088059,14.6282934484967,14.3149244786892,14.2128373615944
"DBI",14.7611884797855,14.509449985511,14.3630895216658,14.259818447934
"TNFRSF12A",14.5110442742433,14.400147089949,14.4802227640478,14.4684821185926
"AP1B1",14.6335883796327,14.7126953904206,14.2645609907484,14.2431852779554
"MYL12B",14.4188015085384,14.6633604298477,14.3903887009219,14.3742868787554
"SLC52A2",14.509449985511,14.6708110064568,14.3690204578368,14.2929207684125
"COX5A",14.412436744496,14.5325684682077,14.4188015085384,14.451462883866
"XLOC_l2_005465",14.8275720526319,14.8563347801796,14.0593727735408,14.0701655543567
"LBX1",14.5927922464134,14.3276841937993,14.4462715213589,14.4279933150206
"COTL1",14.3189382435237,14.4964300008351,14.485234346802,14.4802227640478
"RPS27L",14.3212043364721,14.3484184576205,14.619464086088,14.479622233479
"TMEM88B",14.4790319901155,14.3189382435237,14.4321095559053,14.5353455452312
"POTEM",14.4503658124606,14.5420410234841,14.434837264634,14.3149244786892
"ND2",14.1226575705403,14.2396448969968,14.6539191079598,14.7126953904206
"NOP10",14.3913884155085,14.6435517529567,14.3885498946697,14.3007845117675
"SNHG16",14.5047229576121,14.3913884155085,14.3562337556857,14.4503658124606
"SDF2L1",14.5371080543637,14.6024068706984,14.259818447934,14.2872539257213
"DPYSL3",14.3690204578368,14.4145372815147,14.479622233479,14.4168305882176
"CBX6",14.378567127307,14.4068454014406,14.4089460515945,14.4832468090124
"XLOC_l2_014720",14.4684821185926,14.4279933150206,14.2754485083749,14.5047229576121
"CUTA",14.4700205979264,14.5149579350965,14.2829165516586,14.4035811257233
"AGPAT2",14.4440879250028,14.4321095559053,14.4168305882176,14.3722922741741
"HSP90AA2P",14.2763230001365,14.5657229353032,14.255413783839,14.5657229353032
"NDUFB4",14.502591028046,14.4653748023362,14.3587811272183,14.3309702357219
"EIF4EBP1",14.4858994656757,14.4456993830117,14.2929207684125,14.3734938085812
"CCT7",14.2953346052837,14.4474937536771,14.4456993830117,14.4068454014406
"EIF4G2",14.4229560372243,14.6381057174783,14.3509908644131,14.1764635341543
"ADAT2",14.3298841247693,14.3007845117675,14.3880914919457,14.5639376580658
"DUT",14.3587811272183,14.3043950802518,14.4653748023362,14.4474937536771
"CALM2",14.5186068811872,14.4764766288774,14.3170032901758,14.2608655191799
"ANXA5",14.479622233479,14.4566835598219,14.3596529568383,14.2763230001365
"EEF2",14.259818447934,14.0909582133604,14.6301702410121,14.5861364783399
"HNRNPC",14.5126980156273,14.4617010355273,14.3176826514698,14.2745441747844
"PSMA7",14.506873309555,14.502591028046,14.2913142474693,14.2542181442084
"SEC13",14.4873512615819,14.3946431817156,14.3946431817156,14.2676171971329
"MINOS1",14.3043950802518,14.4358159948949,14.4566835598219,14.3331539011556
"TPI1P2",14.4631994292795,14.2720709178724,14.4474937536771,14.3382098033919
"PRR13",14.4764766288774,14.5395353018622,14.2542181442084,14.2302052208451
"CLIC1",14.434837264634,14.6320595760362,14.2251405472855,14.1967439088106
"SYMPK",14.3903887009219,14.4341830419317,14.3074897719571,14.3491109855077
"UFD1",14.4653748023362,14.4308407998091,14.3455488194102,14.2221019578734
"VDAC1",14.3734938085812,14.5293640519282,14.2966560430341,14.2585380401365
"GPRC5C",14.9999533640572,14.3020882320453,14.1528605146015,14.0004094875324
"SNAR-F",14.5639376580658,14.8349092621834,13.8194760081611,14.2015996204253
"PLK2",14.3562337556857,14.1076464338665,14.5325684682077,14.412436744496
"ZFAS1",14.1855393801101,14.0314792788114,14.5439728056911,14.6435517529567
"DTYMK",14.3742868787554,14.3648061729927,14.3212043364721,14.3397337960467
"RANBP1",14.3397337960467,14.4229560372243,14.378567127307,14.2487193396487
"PSMB6",14.4035811257233,14.4591750444789,14.298633663465,14.2273103774875
"RPL22",14.1948882649039,14.0514614241916,14.5690237341103,14.5703515762184
"BCAR1",14.3519511951786,14.2487193396487,14.451462883866,14.3276841937993
"ATP5F1A",14.3491109855077,14.2858373489344,14.4358159948949,14.3020882320453
"NDUFAF3",14.3382098033919,14.3119259689337,14.3742868787554,14.3455488194102
"CS",14.2348390856991,14.3954948268371,14.4035811257233,14.3349625232251
"CDC42EP1",14.255413783839,14.3818451472965,14.3667962160007,14.3298841247693
"TIMP2",14.3276841937993,13.8412707498299,14.6451047160374,14.5149579350965
"ATP5PD",14.4100455401448,14.3364386139436,14.2608655191799,14.3074897719571
"UBE2K",14.3630895216658,14.4168305882176,14.2799653019303,14.2396448969968
"HIST1H2AJ",14.4263154808387,14.3690204578368,14.0870157562492,14.4089460515945
"VPS9D1",14.4145372815147,14.0898370043476,14.3382098033919,14.434837264634
"EDF1",14.3880914919457,14.3331539011556,14.2689449998624,14.2799653019303
"PEBP1",14.1959305951017,14.2146297322252,14.3913884155085,14.4653748023362
"NOL7",14.3364386139436,14.4503658124606,14.2273103774875,14.2235279954973
"MIR4435-2HG",14.3317056701965,14.1300134337508,14.3309702357219,14.4341830419317
"EIF3A",14.3309702357219,14.3414697489802,14.2195797595524,14.3086851386851
"ERH",14.298633663465,14.2829165516586,14.2953346052837,14.3170032901758
"CAPG",14.3149244786892,14.0427274086817,14.3414697489802,14.4925773072779
"NDUFA1",14.2929207684125,14.3349625232251,14.3007845117675,14.2515799454156
"HMGA1",14.2146297322252,14.3903887009219,14.2454254952505,14.3176826514698
"SKP1",14.2779241702613,14.3228091580638,14.3349625232251,14.1771396171155
"YWHAG",14.5008230957718,14.4188015085384,14.1764635341543,14.0166041213745
"NCOA4",14.400147089949,14.2585380401365,14.2858373489344,14.1637803665466
"CNP",14.3228091580638,14.0519199099868,14.4631994292795,14.2645609907484
"YWHAZ",14.3455488194102,14.4035811257233,14.1989841988776,14.1509764345993
"PSMD1",14.4591750444789,14.4100455401448,14.1064629788793,14.1226575705403
"MVP",14.3509908644131,14.2454254952505,14.2235279954973,14.2348390856991
"KIF1C",14.1637803665466,14.2020500377411,14.3722922741741,14.3119259689337
"TARDBP",14.1912814547366,14.4263154808387,14.2058125052405,14.2251405472855
"DCBLD2",14.2689449998624,14.3667962160007,14.2287877796167,14.1815209032825
"TYRO3",13.8035120098639,13.9207201347228,14.6150875893044,14.7042805348232
"HIST1H3D",14.4211995133254,14.2515799454156,14.0996064656156,14.2333660109379
"PSMA3",14.3007845117675,14.3722922741741,14.2146297322252,14.0948034204535
"MTDH",14.2966560430341,14.485234346802,14.1122346730003,14.0814267283569
"IMPDH1",14.2578463851809,14.2367799168246,14.2431852779554,14.2367799168246
"NDUFC1",14.2645609907484,14.3212043364721,14.1959305951017,14.1912814547366
"PYCR1",14.1300134337508,14.0159363649563,14.3954948268371,14.3954948268371
"CLEC11A",14.4617010355273,14.4462715213589,13.9567287728878,14.0691200493946
"NR2F6",14.0514614241916,14.1815209032825,14.3189382435237,14.3562337556857
"SNRPE",14.3074897719571,14.2431852779554,14.1552603423013,14.1938088082738
"PSMB5",14.2913142474693,14.2779241702613,14.2317856152235,14.0958376564065
"KRT18",14.4566835598219,14.6902944064633,13.8982311667918,13.8412707498299
"POLR2E",14.2542181442084,14.1855393801101,14.2494534823821,14.1959305951017
"UQCRFS1",14.3020882320453,14.3519511951786,14.1396946087281,14.0870157562492
"PRDX4",14.2235279954973,14.1226575705403,14.3276841937993,14.1989841988776
"HNRNPA2B1",14.4068454014406,14.724929513894,13.9250350189888,13.807085560375
"PTTG1IP",14.1497061636877,14.1245801739318,14.3119259689337,14.2578463851809
"XLOC_l2_013031",14.1180680287358,14.1873825526111,14.1938088082738,14.3414697489802
"EPN1",14.2720709178724,14.2195797595524,14.1477545763582,14.1948882649039
"LRRC26",14.2273103774875,14.0870157562492,14.2487193396487,14.2689449998624
"DDX39A",14.3954948268371,14.2754485083749,14.0483424360883,14.1122346730003
"PARK7",14.2872539257213,14.1912814547366,14.1668808036793,14.1375784742419
"PSMD14",14.3596529568383,14.3587811272183,14.1110435086885,13.9414173037562
"ARPC3",14.2454254952505,14.3095304856702,14.0958376564065,14.1140607057289
"HMGN1",14.2858373489344,14.2608655191799,14.1332818502223,14.0795063150345
"XLOC_l2_015451",14.3667962160007,14.1938088082738,14.1219024687606,14.0611445619607
"SEC61B",14.2287877796167,14.259818447934,14.1497061636877,14.101524148643
"POTEI",14.2333660109379,14.3170032901758,14.1285265420183,14.0519199099868
"SMPD4",14.2471153246094,14.1477545763582,14.2036038431225,14.1245801739318
"TUBB4B",14.2302052208451,14.1739829804242,14.1912814547366,14.123740128481
"CLTA",14.1764635341543,14.1668808036793,14.1948882649039,14.1756020742487
"APP",14.3095304856702,13.6375052614735,14.3648061729927,14.3946431817156
"CFL1",14.0427274086817,14.1528605146015,14.2720709178724,14.217215917368
"YWHAQ",14.2515799454156,14.3176826514698,14.0898370043476,14.0175953495158
"PRELID1",14.2745441747844,14.2494534823821,14.0341746933183,14.1064629788793
"CCT6A",14.1396946087281,14.298633663465,14.1140607057289,14.1100028168758
"HIST2H3D",14.1771396171155,14.255413783839,13.9981656916008,14.2146297322252
"DAD1",14.1873825526111,14.2094036875273,14.1271812725802,14.1047498892235
"NDUFA8",14.0691200493946,14.4858994656757,14.0924247361247,13.9776578761807
"CKS2",14.1064629788793,14.1764635341543,14.123740128481,14.2094036875273
"ROMO1",14.0047180546195,13.9724503664701,14.3086851386851,14.3212043364721
"AXL",14.2676171971329,14.0701655543567,14.0626947842505,14.2050595785194
"LOC105369582",14.3119259689337,14.0795063150345,14.0909582133604,14.1165533394004
"BIRC5",14.3802672925837,14.2036038431225,14.0033087166824,14.0094173914471
"MRFAP1",14.1756020742487,14.2763230001365,14.2020500377411,13.9403915823053
"HSPA8",14.1122346730003,14.3149244786892,14.0826658044939,14.0632512023506
"ATP5PF",14.1815209032825,14.3074897719571,14.0691200493946,14.0119704760139
"HIST1H2AK",14.2494534823821,14.1405702143398,13.9438489739449,14.2317856152235
"APRT",14.0996064656156,14.0004094875324,14.2348390856991,14.2287877796167
"ARL4C",14.0909582133604,14.217215917368,14.162548747082,14.0924247361247
"NDUFB8",14.1989841988776,14.0715547925197,14.1589459893635,14.1332818502223
"HOMER3",14.1477545763582,14.2929207684125,14.0555773213414,14.0387167481339
"GDF15",14.485234346802,14.028815896872,14.014591951573,13.9849922388642
"AKR1B1",13.4735718365567,13.38591152463,15.0746977421162,14.5690237341103
"VPS28",14.1509764345993,14.1271812725802,14.0795063150345,14.1405702143398
"DVL1",14.2396448969968,14.2966560430341,13.9803312606501,13.9803312606501
"GTF3C6",14.2367799168246,14.3086851386851,13.9131985701338,14.028815896872
"SNRPF",14.0826658044939,14.2287877796167,14.0814267283569,14.0909582133604
"IFITM3",14.1432186640335,14.1140607057289,14.0427274086817,14.1668808036793
"SEC11A",14.1100028168758,14.008041463548,14.217215917368,14.1300134337508
"TIMM8B",14.1938088082738,14.1047498892235,14.0159363649563,14.1477545763582
"MRPS21",14.101524148643,14.1285265420183,14.0632512023506,14.1528605146015
"MRPS2",14.162548747082,14.1022384272986,14.0550487550517,14.1262367602727
"DSTN",14.0252507481808,13.9495213652148,14.3095304856702,14.1497061636877
"CENPF",14.1285265420183,14.162548747082,14.0760097164865,14.0626947842505
"PSMA2",14.2036038431225,14.1967439088106,14.0441103006588,13.9655649386523
"CBX3",14.5520584643308,14.8798253458032,13.6055316475473,13.3674380233761
"EIF3D",14.0795063150345,14.1165533394004,14.0514614241916,14.1552603423013
"ATP5MGL",14.1110435086885,14.0269107022072,14.101524148643,14.1538561070671
"BRK1",14.0567648731134,14.0094173914471,14.1873825526111,14.1348595875216
"GSTO1",14.2608655191799,14.378567127307,13.8393206624681,13.9074959022912
"NF2",14.0870157562492,14.2302052208451,14.0519199099868,14.0061951742344
"LSM2",14.0483424360883,14.2676171971329,14.0197858627626,14.0252507481808
"ID1",13.5233781396131,14.4873512615819,14.1739829804242,14.1589459893635
